count,id,Condition,label,show_label,frequency,fill_color
1,536,P0.1,XBB,NA,7.011639321273313e-5,#EB6046
1,536,P0.5,XBB,XBB,7.011639321273313e-5,#EB6046
1,536,P1,XBB,XBB,7.011639321273313e-5,#EB6046
1,536,P5,XBB,XBB,7.011639321273313e-5,#EB6046
1,537,clade_who,Omicron,Omicron,7.011639321273313e-5,#EB6046
1,537,Nextclade_pango,XBB.8.1,NA,7.011639321273313e-5,#EB6046
1,537,P0.1,XBB,NA,7.011639321273313e-5,#EB6046
1,537,P0.5,XBB,XBB,7.011639321273313e-5,#EB6046
1,537,P1,XBB,XBB,7.011639321273313e-5,#EB6046
1,537,P5,XBB,XBB,7.011639321273313e-5,#EB6046
2,538,clade_who,Omicron,Omicron,1.4023278642546626e-4,#EB6046
2,538,Nextclade_pango,FE.1.1,NA,1.4023278642546626e-4,#EB6046
2,538,P0.1,XBB.1,NA,1.4023278642546626e-4,#EB6046
2,538,P0.5,XBB.1,XBB.1,1.4023278642546626e-4,#EB6046
2,538,P1,XBB.1,XBB.1,1.4023278642546626e-4,#EB6046
2,538,P5,XBB.1,XBB.1,1.4023278642546626e-4,#EB6046
1,539,clade_who,Omicron,Omicron,7.011639321273313e-5,#EB6046
1,539,Nextclade_pango,FE.1.1.5,NA,7.011639321273313e-5,#EB6046
1,539,P0.1,XBB.1,NA,7.011639321273313e-5,#EB6046
1,539,P0.5,XBB.1,XBB.1,7.011639321273313e-5,#EB6046
1,539,P1,XBB.1,XBB.1,7.011639321273313e-5,#EB6046
1,539,P5,XBB.1,XBB.1,7.011639321273313e-5,#EB6046
2,540,clade_who,Omicron,Omicron,1.4023278642546626e-4,#EB6046
2,540,Nextclade_pango,FE.1.2,NA,1.4023278642546626e-4,#EB6046
2,540,P0.1,XBB.1,NA,1.4023278642546626e-4,#EB6046
2,540,P0.5,XBB.1,XBB.1,1.4023278642546626e-4,#EB6046
2,540,P1,XBB.1,XBB.1,1.4023278642546626e-4,#EB6046
2,540,P5,XBB.1,XBB.1,1.4023278642546626e-4,#EB6046
2,541,clade_who,Omicron,Omicron,1.4023278642546626e-4,#EB6046
2,541,Nextclade_pango,FY.1.2,NA,1.4023278642546626e-4,#EB6046
2,541,P0.1,XBB.1,NA,1.4023278642546626e-4,#EB6046
2,541,P0.5,XBB.1,XBB.1,1.4023278642546626e-4,#EB6046
2,541,P1,XBB.1,XBB.1,1.4023278642546626e-4,#EB6046
2,541,P5,XBB.1,XBB.1,1.4023278642546626e-4,#EB6046
1,542,clade_who,Omicron,Omicron,7.011639321273313e-5,#EB6046
1,542,Nextclade_pango,FY.2.1,NA,7.011639321273313e-5,#EB6046
1,542,P0.1,XBB.1,NA,7.011639321273313e-5,#EB6046
1,542,P0.5,XBB.1,XBB.1,7.011639321273313e-5,#EB6046
1,542,P1,XBB.1,XBB.1,7.011639321273313e-5,#EB6046
1,542,P5,XBB.1,XBB.1,7.011639321273313e-5,#EB6046
1,543,clade_who,Omicron,Omicron,7.011639321273313e-5,#EB6046
1,543,Nextclade_pango,FY.3.1,NA,7.011639321273313e-5,#EB6046
1,543,P0.1,XBB.1,NA,7.011639321273313e-5,#EB6046
1,543,P0.5,XBB.1,XBB.1,7.011639321273313e-5,#EB6046
1,543,P1,XBB.1,XBB.1,7.011639321273313e-5,#EB6046
1,543,P5,XBB.1,XBB.1,7.011639321273313e-5,#EB6046
1,544,clade_who,Omicron,Omicron,7.011639321273313e-5,#EB6046
1,544,Nextclade_pango,FY.8,NA,7.011639321273313e-5,#EB6046
1,544,P0.1,XBB.1,NA,7.011639321273313e-5,#EB6046
1,544,P0.5,XBB.1,XBB.1,7.011639321273313e-5,#EB6046
1,544,P1,XBB.1,XBB.1,7.011639321273313e-5,#EB6046
1,544,P5,XBB.1,XBB.1,7.011639321273313e-5,#EB6046
1,545,clade_who,Omicron,Omicron,7.011639321273313e-5,#EB6046
1,545,Nextclade_pango,GD.1,NA,7.011639321273313e-5,#EB6046
1,545,P0.1,XBB.1,NA,7.011639321273313e-5,#EB6046
1,545,P0.5,XBB.1,XBB.1,7.011639321273313e-5,#EB6046
1,545,P1,XBB.1,XBB.1,7.011639321273313e-5,#EB6046
1,545,P5,XBB.1,XBB.1,7.011639321273313e-5,#EB6046
2,546,clade_who,Omicron,Omicron,1.4023278642546626e-4,#EB6046
2,546,Nextclade_pango,GW.5.3,NA,1.4023278642546626e-4,#EB6046
2,546,P0.1,XBB.1,NA,1.4023278642546626e-4,#EB6046
2,546,P0.5,XBB.1,XBB.1,1.4023278642546626e-4,#EB6046
2,546,P1,XBB.1,XBB.1,1.4023278642546626e-4,#EB6046
2,546,P5,XBB.1,XBB.1,1.4023278642546626e-4,#EB6046
1,547,clade_who,Omicron,Omicron,7.011639321273313e-5,#EB6046
1,547,Nextclade_pango,GW.5.3.1,NA,7.011639321273313e-5,#EB6046
1,547,P0.1,XBB.1,NA,7.011639321273313e-5,#EB6046
1,547,P0.5,XBB.1,XBB.1,7.011639321273313e-5,#EB6046
1,547,P1,XBB.1,XBB.1,7.011639321273313e-5,#EB6046
1,547,P5,XBB.1,XBB.1,7.011639321273313e-5,#EB6046
2,548,clade_who,Omicron,Omicron,1.4023278642546626e-4,#EB6046
2,548,Nextclade_pango,HE.1,NA,1.4023278642546626e-4,#EB6046
2,548,P0.1,XBB.1,NA,1.4023278642546626e-4,#EB6046
2,548,P0.5,XBB.1,XBB.1,1.4023278642546626e-4,#EB6046
2,548,P1,XBB.1,XBB.1,1.4023278642546626e-4,#EB6046
2,548,P5,XBB.1,XBB.1,1.4023278642546626e-4,#EB6046
3,549,clade_who,Omicron,Omicron,2.1034917963819942e-4,#EB6046
3,549,Nextclade_pango,HE.2,NA,2.1034917963819942e-4,#EB6046
3,549,P0.1,XBB.1,NA,2.1034917963819942e-4,#EB6046
3,549,P0.5,XBB.1,XBB.1,2.1034917963819942e-4,#EB6046
3,549,P1,XBB.1,XBB.1,2.1034917963819942e-4,#EB6046
3,549,P5,XBB.1,XBB.1,2.1034917963819942e-4,#EB6046
1,550,clade_who,Omicron,Omicron,7.011639321273313e-5,#EB6046
1,550,Nextclade_pango,KE.3,NA,7.011639321273313e-5,#EB6046
1,550,P0.1,XBB.1,NA,7.011639321273313e-5,#EB6046
1,550,P0.5,XBB.1,XBB.1,7.011639321273313e-5,#EB6046
1,550,P1,XBB.1,XBB.1,7.011639321273313e-5,#EB6046
1,550,P5,XBB.1,XBB.1,7.011639321273313e-5,#EB6046
56,551,clade_who,Omicron,Omicron,0.003926518019913056,#EB6046
56,551,Nextclade_pango,XBB.1,NA,0.003926518019913056,#EB6046
56,551,P0.1,XBB.1,NA,0.003926518019913056,#EB6046
56,551,P0.5,XBB.1,XBB.1,0.003926518019913056,#EB6046
56,551,P1,XBB.1,XBB.1,0.003926518019913056,#EB6046
56,551,P5,XBB.1,XBB.1,0.003926518019913056,#EB6046
2,552,clade_who,Omicron,Omicron,1.4023278642546626e-4,#EB6046
2,552,Nextclade_pango,XBB.1.11,NA,1.4023278642546626e-4,#EB6046
2,552,P0.1,XBB.1,NA,1.4023278642546626e-4,#EB6046
2,552,P0.5,XBB.1,XBB.1,1.4023278642546626e-4,#EB6046
2,552,P1,XBB.1,XBB.1,1.4023278642546626e-4,#EB6046
2,552,P5,XBB.1,XBB.1,1.4023278642546626e-4,#EB6046
1,553,clade_who,Omicron,Omicron,7.011639321273313e-5,#EB6046
1,553,Nextclade_pango,XBB.1.12,NA,7.011639321273313e-5,#EB6046
1,553,P0.1,XBB.1,NA,7.011639321273313e-5,#EB6046
1,553,P0.5,XBB.1,XBB.1,7.011639321273313e-5,#EB6046
1,553,P1,XBB.1,XBB.1,7.011639321273313e-5,#EB6046
1,553,P5,XBB.1,XBB.1,7.011639321273313e-5,#EB6046
1,554,clade_who,Omicron,Omicron,7.011639321273313e-5,#EB6046
1,554,Nextclade_pango,XBB.1.13,NA,7.011639321273313e-5,#EB6046
1,554,P0.1,XBB.1,NA,7.011639321273313e-5,#EB6046
1,554,P0.5,XBB.1,XBB.1,7.011639321273313e-5,#EB6046
1,554,P1,XBB.1,XBB.1,7.011639321273313e-5,#EB6046
1,554,P5,XBB.1,XBB.1,7.011639321273313e-5,#EB6046
3,555,clade_who,Omicron,Omicron,2.1034917963819942e-4,#EB6046
3,555,Nextclade_pango,XBB.1.15,NA,2.1034917963819942e-4,#EB6046
3,555,P0.1,XBB.1,NA,2.1034917963819942e-4,#EB6046
3,555,P0.5,XBB.1,XBB.1,2.1034917963819942e-4,#EB6046
3,555,P1,XBB.1,XBB.1,2.1034917963819942e-4,#EB6046
3,555,P5,XBB.1,XBB.1,2.1034917963819942e-4,#EB6046
1,556,clade_who,Omicron,Omicron,7.011639321273313e-5,#EB6046
1,556,Nextclade_pango,XBB.1.17.1,NA,7.011639321273313e-5,#EB6046
1,556,P0.1,XBB.1,NA,7.011639321273313e-5,#EB6046
1,556,P0.5,XBB.1,XBB.1,7.011639321273313e-5,#EB6046
1,556,P1,XBB.1,XBB.1,7.011639321273313e-5,#EB6046
1,556,P5,XBB.1,XBB.1,7.011639321273313e-5,#EB6046
1,557,clade_who,Omicron,Omicron,7.011639321273313e-5,#EB6046
1,557,Nextclade_pango,XBB.1.18.1,NA,7.011639321273313e-5,#EB6046
1,557,P0.1,XBB.1,NA,7.011639321273313e-5,#EB6046
1,557,P0.5,XBB.1,XBB.1,7.011639321273313e-5,#EB6046
1,557,P1,XBB.1,XBB.1,7.011639321273313e-5,#EB6046
1,557,P5,XBB.1,XBB.1,7.011639321273313e-5,#EB6046
1,558,clade_who,Omicron,Omicron,7.011639321273313e-5,#EB6046
1,558,Nextclade_pango,XBB.1.19.1,NA,7.011639321273313e-5,#EB6046
1,558,P0.1,XBB.1,NA,7.011639321273313e-5,#EB6046
1,558,P0.5,XBB.1,XBB.1,7.011639321273313e-5,#EB6046
1,558,P1,XBB.1,XBB.1,7.011639321273313e-5,#EB6046
1,558,P5,XBB.1,XBB.1,7.011639321273313e-5,#EB6046
1,559,clade_who,Omicron,Omicron,7.011639321273313e-5,#EB6046
1,559,Nextclade_pango,XBB.1.4.2,NA,7.011639321273313e-5,#EB6046
1,559,P0.1,XBB.1,NA,7.011639321273313e-5,#EB6046
1,559,P0.5,XBB.1,XBB.1,7.011639321273313e-5,#EB6046
1,559,P1,XBB.1,XBB.1,7.011639321273313e-5,#EB6046
1,559,P5,XBB.1,XBB.1,7.011639321273313e-5,#EB6046
2,560,clade_who,Omicron,Omicron,1.4023278642546626e-4,#EB6046
2,560,Nextclade_pango,XBB.1.41.2,NA,1.4023278642546626e-4,#EB6046
2,560,P0.1,XBB.1,NA,1.4023278642546626e-4,#EB6046
2,560,P0.5,XBB.1,XBB.1,1.4023278642546626e-4,#EB6046
2,560,P1,XBB.1,XBB.1,1.4023278642546626e-4,#EB6046
2,560,P5,XBB.1,XBB.1,1.4023278642546626e-4,#EB6046
1,561,clade_who,Omicron,Omicron,7.011639321273313e-5,#EB6046
1,561,Nextclade_pango,XBB.1.42.2,NA,7.011639321273313e-5,#EB6046
1,561,P0.1,XBB.1,NA,7.011639321273313e-5,#EB6046
1,561,P0.5,XBB.1,XBB.1,7.011639321273313e-5,#EB6046
1,561,P1,XBB.1,XBB.1,7.011639321273313e-5,#EB6046
1,561,P5,XBB.1,XBB.1,7.011639321273313e-5,#EB6046
1,562,clade_who,Omicron,Omicron,7.011639321273313e-5,#EB6046
1,562,Nextclade_pango,XBB.1.43.1,NA,7.011639321273313e-5,#EB6046
1,562,P0.1,XBB.1,NA,7.011639321273313e-5,#EB6046
1,562,P0.5,XBB.1,XBB.1,7.011639321273313e-5,#EB6046
1,562,P1,XBB.1,XBB.1,7.011639321273313e-5,#EB6046
1,562,P5,XBB.1,XBB.1,7.011639321273313e-5,#EB6046
1,563,clade_who,Omicron,Omicron,7.011639321273313e-5,#EB6046
1,563,Nextclade_pango,XBB.1.7,NA,7.011639321273313e-5,#EB6046
1,563,P0.1,XBB.1,NA,7.011639321273313e-5,#EB6046
1,563,P0.5,XBB.1,XBB.1,7.011639321273313e-5,#EB6046
1,563,P1,XBB.1,XBB.1,7.011639321273313e-5,#EB6046
1,563,P5,XBB.1,XBB.1,7.011639321273313e-5,#EB6046
2,564,clade_who,Omicron,Omicron,1.4023278642546626e-4,#EB6046
2,564,Nextclade_pango,HF.1,NA,1.4023278642546626e-4,#EB6046
2,564,P0.1,XBB.1.16,NA,1.4023278642546626e-4,#EB6046
2,564,P0.5,XBB.1.16,XBB.1.16,1.4023278642546626e-4,#EB6046
2,564,P1,XBB.1,XBB.1,1.4023278642546626e-4,#EB6046
2,564,P5,XBB.1,XBB.1,1.4023278642546626e-4,#EB6046
35,565,clade_who,Omicron,Omicron,0.0024540737624456598,#EB6046
35,565,Nextclade_pango,XBB.1.16,NA,0.0024540737624456598,#EB6046
35,565,P0.1,XBB.1.16,NA,0.0024540737624456598,#EB6046
35,565,P0.5,XBB.1.16,XBB.1.16,0.0024540737624456598,#EB6046
35,565,P1,XBB.1,XBB.1,0.0024540737624456598,#EB6046
35,565,P5,XBB.1,XBB.1,0.0024540737624456598,#EB6046
12,566,clade_who,Omicron,Omicron,8.413967185527977e-4,#EB6046
12,566,Nextclade_pango,XBB.1.16.11,NA,8.413967185527977e-4,#EB6046
12,566,P0.1,XBB.1.16,NA,8.413967185527977e-4,#EB6046
12,566,P0.5,XBB.1.16,XBB.1.16,8.413967185527977e-4,#EB6046
12,566,P1,XBB.1,XBB.1,8.413967185527977e-4,#EB6046
12,566,P5,XBB.1,XBB.1,8.413967185527977e-4,#EB6046
5,567,clade_who,Omicron,Omicron,3.505819660636657e-4,#EB6046
5,567,Nextclade_pango,XBB.1.16.15,NA,3.505819660636657e-4,#EB6046
5,567,P0.1,XBB.1.16,NA,3.505819660636657e-4,#EB6046
5,567,P0.5,XBB.1.16,XBB.1.16,3.505819660636657e-4,#EB6046
5,567,P1,XBB.1,XBB.1,3.505819660636657e-4,#EB6046
5,567,P5,XBB.1,XBB.1,3.505819660636657e-4,#EB6046
1,568,clade_who,Omicron,Omicron,7.011639321273313e-5,#EB6046
1,568,Nextclade_pango,XBB.1.16.19,NA,7.011639321273313e-5,#EB6046
1,568,P0.1,XBB.1.16,NA,7.011639321273313e-5,#EB6046
1,568,P0.5,XBB.1.16,XBB.1.16,7.011639321273313e-5,#EB6046
1,568,P1,XBB.1,XBB.1,7.011639321273313e-5,#EB6046
1,568,P5,XBB.1,XBB.1,7.011639321273313e-5,#EB6046
1,569,clade_who,Omicron,Omicron,7.011639321273313e-5,#EB6046
1,569,Nextclade_pango,XBB.1.16.2,NA,7.011639321273313e-5,#EB6046
1,569,P0.1,XBB.1.16,NA,7.011639321273313e-5,#EB6046
1,569,P0.5,XBB.1.16,XBB.1.16,7.011639321273313e-5,#EB6046
1,569,P1,XBB.1,XBB.1,7.011639321273313e-5,#EB6046
1,569,P5,XBB.1,XBB.1,7.011639321273313e-5,#EB6046
1,570,clade_who,Omicron,Omicron,7.011639321273313e-5,#EB6046
1,570,Nextclade_pango,XBB.1.16.23,NA,7.011639321273313e-5,#EB6046
1,570,P0.1,XBB.1.16,NA,7.011639321273313e-5,#EB6046
1,570,P0.5,XBB.1.16,XBB.1.16,7.011639321273313e-5,#EB6046
1,570,P1,XBB.1,XBB.1,7.011639321273313e-5,#EB6046
1,570,P5,XBB.1,XBB.1,7.011639321273313e-5,#EB6046
1,571,clade_who,Omicron,Omicron,7.011639321273313e-5,#EB6046
1,571,Nextclade_pango,XBB.1.16.24,NA,7.011639321273313e-5,#EB6046
1,571,P0.1,XBB.1.16,NA,7.011639321273313e-5,#EB6046
1,571,P0.5,XBB.1.16,XBB.1.16,7.011639321273313e-5,#EB6046
1,571,P1,XBB.1,XBB.1,7.011639321273313e-5,#EB6046
1,571,P5,XBB.1,XBB.1,7.011639321273313e-5,#EB6046
2,572,clade_who,Omicron,Omicron,1.4023278642546626e-4,#EB6046
2,572,Nextclade_pango,XBB.1.16.29,NA,1.4023278642546626e-4,#EB6046
2,572,P0.1,XBB.1.16,NA,1.4023278642546626e-4,#EB6046
2,572,P0.5,XBB.1.16,XBB.1.16,1.4023278642546626e-4,#EB6046
2,572,P1,XBB.1,XBB.1,1.4023278642546626e-4,#EB6046
2,572,P5,XBB.1,XBB.1,1.4023278642546626e-4,#EB6046
4,573,clade_who,Omicron,Omicron,2.804655728509325e-4,#EB6046
4,573,Nextclade_pango,XBB.1.16.9,NA,2.804655728509325e-4,#EB6046
4,573,P0.1,XBB.1.16,NA,2.804655728509325e-4,#EB6046
4,573,P0.5,XBB.1.16,XBB.1.16,2.804655728509325e-4,#EB6046
4,573,P1,XBB.1,XBB.1,2.804655728509325e-4,#EB6046
4,573,P5,XBB.1,XBB.1,2.804655728509325e-4,#EB6046
3,574,clade_who,Omicron,Omicron,2.1034917963819942e-4,#EB6046
3,574,Nextclade_pango,FU.1,NA,2.1034917963819942e-4,#EB6046
3,574,P0.1,XBB.1.16.1,NA,2.1034917963819942e-4,#EB6046
3,574,P0.5,XBB.1.16,XBB.1.16,2.1034917963819942e-4,#EB6046
3,574,P1,XBB.1,XBB.1,2.1034917963819942e-4,#EB6046
3,574,P5,XBB.1,XBB.1,2.1034917963819942e-4,#EB6046
3,575,clade_who,Omicron,Omicron,2.1034917963819942e-4,#EB6046
3,575,Nextclade_pango,FU.2,NA,2.1034917963819942e-4,#EB6046
3,575,P0.1,XBB.1.16.1,NA,2.1034917963819942e-4,#EB6046
3,575,P0.5,XBB.1.16,XBB.1.16,2.1034917963819942e-4,#EB6046
3,575,P1,XBB.1,XBB.1,2.1034917963819942e-4,#EB6046
3,575,P5,XBB.1,XBB.1,2.1034917963819942e-4,#EB6046
3,576,clade_who,Omicron,Omicron,2.1034917963819942e-4,#EB6046
3,576,Nextclade_pango,FU.2.1,NA,2.1034917963819942e-4,#EB6046
3,576,P0.1,XBB.1.16.1,NA,2.1034917963819942e-4,#EB6046
3,576,P0.5,XBB.1.16,XBB.1.16,2.1034917963819942e-4,#EB6046
3,576,P1,XBB.1,XBB.1,2.1034917963819942e-4,#EB6046
3,576,P5,XBB.1,XBB.1,2.1034917963819942e-4,#EB6046
24,577,clade_who,Omicron,Omicron,0.0016827934371055953,#EB6046
24,577,Nextclade_pango,XBB.1.16.1,NA,0.0016827934371055953,#EB6046
24,577,P0.1,XBB.1.16.1,NA,0.0016827934371055953,#EB6046
24,577,P0.5,XBB.1.16,XBB.1.16,0.0016827934371055953,#EB6046
24,577,P1,XBB.1,XBB.1,0.0016827934371055953,#EB6046
24,577,P5,XBB.1,XBB.1,0.0016827934371055953,#EB6046
12,578,clade_who,Omicron,Omicron,8.413967185527977e-4,#EB6046
12,578,Nextclade_pango,JF.1.1,NA,8.413967185527977e-4,#EB6046
12,578,P0.1,XBB.1.16.6,NA,8.413967185527977e-4,#EB6046
12,578,P0.5,XBB.1.16,XBB.1.16,8.413967185527977e-4,#EB6046
12,578,P1,XBB.1,XBB.1,8.413967185527977e-4,#EB6046
12,578,P5,XBB.1,XBB.1,8.413967185527977e-4,#EB6046
1,579,clade_who,Omicron,Omicron,7.011639321273313e-5,#EB6046
1,579,Nextclade_pango,JF.4,NA,7.011639321273313e-5,#EB6046
1,579,P0.1,XBB.1.16.6,NA,7.011639321273313e-5,#EB6046
1,579,P0.5,XBB.1.16,XBB.1.16,7.011639321273313e-5,#EB6046
1,579,P1,XBB.1,XBB.1,7.011639321273313e-5,#EB6046
1,579,P5,XBB.1,XBB.1,7.011639321273313e-5,#EB6046
39,580,clade_who,Omicron,Omicron,0.0027345393352965924,#EB6046
39,580,Nextclade_pango,XBB.1.16.6,NA,0.0027345393352965924,#EB6046
39,580,P0.1,XBB.1.16.6,NA,0.0027345393352965924,#EB6046
39,580,P0.5,XBB.1.16,XBB.1.16,0.0027345393352965924,#EB6046
39,580,P1,XBB.1,XBB.1,0.0027345393352965924,#EB6046
39,580,P5,XBB.1,XBB.1,0.0027345393352965924,#EB6046
1,581,clade_who,Omicron,Omicron,7.011639321273313e-5,#EB6046
1,581,Nextclade_pango,EU.1.1.3,NA,7.011639321273313e-5,#EB6046
1,581,P0.1,XBB.1.5,NA,7.011639321273313e-5,#EB6046
1,581,P0.5,XBB.1.5,XBB.1.5,7.011639321273313e-5,#EB6046
1,581,P1,XBB.1.5,XBB.1.5,7.011639321273313e-5,#EB6046
1,581,P5,XBB.1.5,XBB.1.5,7.011639321273313e-5,#EB6046
1,582,clade_who,Omicron,Omicron,7.011639321273313e-5,#EB6046
1,582,Nextclade_pango,FG.1,NA,7.011639321273313e-5,#EB6046
1,582,P0.1,XBB.1.5,NA,7.011639321273313e-5,#EB6046
1,582,P0.5,XBB.1.5,XBB.1.5,7.011639321273313e-5,#EB6046
1,582,P1,XBB.1.5,XBB.1.5,7.011639321273313e-5,#EB6046
1,582,P5,XBB.1.5,XBB.1.5,7.011639321273313e-5,#EB6046
2,583,clade_who,Omicron,Omicron,1.4023278642546626e-4,#EB6046
2,583,Nextclade_pango,FH.1,NA,1.4023278642546626e-4,#EB6046
2,583,P0.1,XBB.1.5,NA,1.4023278642546626e-4,#EB6046
2,583,P0.5,XBB.1.5,XBB.1.5,1.4023278642546626e-4,#EB6046
2,583,P1,XBB.1.5,XBB.1.5,1.4023278642546626e-4,#EB6046
2,583,P5,XBB.1.5,XBB.1.5,1.4023278642546626e-4,#EB6046
1,584,clade_who,Omicron,Omicron,7.011639321273313e-5,#EB6046
1,584,Nextclade_pango,FT.1,NA,7.011639321273313e-5,#EB6046
1,584,P0.1,XBB.1.5,NA,7.011639321273313e-5,#EB6046
1,584,P0.5,XBB.1.5,XBB.1.5,7.011639321273313e-5,#EB6046
1,584,P1,XBB.1.5,XBB.1.5,7.011639321273313e-5,#EB6046
1,584,P5,XBB.1.5,XBB.1.5,7.011639321273313e-5,#EB6046
1,585,clade_who,Omicron,Omicron,7.011639321273313e-5,#EB6046
1,585,Nextclade_pango,FT.3.1.1,NA,7.011639321273313e-5,#EB6046
1,585,P0.1,XBB.1.5,NA,7.011639321273313e-5,#EB6046
1,585,P0.5,XBB.1.5,XBB.1.5,7.011639321273313e-5,#EB6046
1,585,P1,XBB.1.5,XBB.1.5,7.011639321273313e-5,#EB6046
1,585,P5,XBB.1.5,XBB.1.5,7.011639321273313e-5,#EB6046
2,586,clade_who,Omicron,Omicron,1.4023278642546626e-4,#EB6046
2,586,Nextclade_pango,GF.1,NA,1.4023278642546626e-4,#EB6046
2,586,P0.1,XBB.1.5,NA,1.4023278642546626e-4,#EB6046
2,586,P0.5,XBB.1.5,XBB.1.5,1.4023278642546626e-4,#EB6046
2,586,P1,XBB.1.5,XBB.1.5,1.4023278642546626e-4,#EB6046
2,586,P5,XBB.1.5,XBB.1.5,1.4023278642546626e-4,#EB6046
1,587,clade_who,Omicron,Omicron,7.011639321273313e-5,#EB6046
1,587,Nextclade_pango,GK.2,NA,7.011639321273313e-5,#EB6046
1,587,P0.1,XBB.1.5,NA,7.011639321273313e-5,#EB6046
1,587,P0.5,XBB.1.5,XBB.1.5,7.011639321273313e-5,#EB6046
1,587,P1,XBB.1.5,XBB.1.5,7.011639321273313e-5,#EB6046
1,587,P5,XBB.1.5,XBB.1.5,7.011639321273313e-5,#EB6046
5,588,clade_who,Omicron,Omicron,3.505819660636657e-4,#EB6046
5,588,Nextclade_pango,GK.2.1,NA,3.505819660636657e-4,#EB6046
5,588,P0.1,XBB.1.5,NA,3.505819660636657e-4,#EB6046
5,588,P0.5,XBB.1.5,XBB.1.5,3.505819660636657e-4,#EB6046
5,588,P1,XBB.1.5,XBB.1.5,3.505819660636657e-4,#EB6046
5,588,P5,XBB.1.5,XBB.1.5,3.505819660636657e-4,#EB6046
1,589,clade_who,Omicron,Omicron,7.011639321273313e-5,#EB6046
1,589,Nextclade_pango,GK.2.3,NA,7.011639321273313e-5,#EB6046
1,589,P0.1,XBB.1.5,NA,7.011639321273313e-5,#EB6046
1,589,P0.5,XBB.1.5,XBB.1.5,7.011639321273313e-5,#EB6046
1,589,P1,XBB.1.5,XBB.1.5,7.011639321273313e-5,#EB6046
1,589,P5,XBB.1.5,XBB.1.5,7.011639321273313e-5,#EB6046
3,590,clade_who,Omicron,Omicron,2.1034917963819942e-4,#EB6046
3,590,Nextclade_pango,GK.2.4,NA,2.1034917963819942e-4,#EB6046
3,590,P0.1,XBB.1.5,NA,2.1034917963819942e-4,#EB6046
3,590,P0.5,XBB.1.5,XBB.1.5,2.1034917963819942e-4,#EB6046
3,590,P1,XBB.1.5,XBB.1.5,2.1034917963819942e-4,#EB6046
3,590,P5,XBB.1.5,XBB.1.5,2.1034917963819942e-4,#EB6046
1,591,clade_who,Omicron,Omicron,7.011639321273313e-5,#EB6046
1,591,Nextclade_pango,GK.3.1,NA,7.011639321273313e-5,#EB6046
1,591,P0.1,XBB.1.5,NA,7.011639321273313e-5,#EB6046
1,591,P0.5,XBB.1.5,XBB.1.5,7.011639321273313e-5,#EB6046
1,591,P1,XBB.1.5,XBB.1.5,7.011639321273313e-5,#EB6046
1,591,P5,XBB.1.5,XBB.1.5,7.011639321273313e-5,#EB6046
1,592,clade_who,Omicron,Omicron,7.011639321273313e-5,#EB6046
1,592,Nextclade_pango,GK.6,NA,7.011639321273313e-5,#EB6046
1,592,P0.1,XBB.1.5,NA,7.011639321273313e-5,#EB6046
1,592,P0.5,XBB.1.5,XBB.1.5,7.011639321273313e-5,#EB6046
1,592,P1,XBB.1.5,XBB.1.5,7.011639321273313e-5,#EB6046
1,592,P5,XBB.1.5,XBB.1.5,7.011639321273313e-5,#EB6046
3,593,clade_who,Omicron,Omicron,2.1034917963819942e-4,#EB6046
3,593,Nextclade_pango,GV.1,NA,2.1034917963819942e-4,#EB6046
3,593,P0.1,XBB.1.5,NA,2.1034917963819942e-4,#EB6046
3,593,P0.5,XBB.1.5,XBB.1.5,2.1034917963819942e-4,#EB6046
3,593,P1,XBB.1.5,XBB.1.5,2.1034917963819942e-4,#EB6046
3,593,P5,XBB.1.5,XBB.1.5,2.1034917963819942e-4,#EB6046
1,594,clade_who,Omicron,Omicron,7.011639321273313e-5,#EB6046
1,594,Nextclade_pango,HA.2,NA,7.011639321273313e-5,#EB6046
1,594,P0.1,XBB.1.5,NA,7.011639321273313e-5,#EB6046
1,594,P0.5,XBB.1.5,XBB.1.5,7.011639321273313e-5,#EB6046
1,594,P1,XBB.1.5,XBB.1.5,7.011639321273313e-5,#EB6046
1,594,P5,XBB.1.5,XBB.1.5,7.011639321273313e-5,#EB6046
3,595,clade_who,Omicron,Omicron,2.1034917963819942e-4,#EB6046
3,595,Nextclade_pango,HC.2,NA,2.1034917963819942e-4,#EB6046
3,595,P0.1,XBB.1.5,NA,2.1034917963819942e-4,#EB6046
3,595,P0.5,XBB.1.5,XBB.1.5,2.1034917963819942e-4,#EB6046
3,595,P1,XBB.1.5,XBB.1.5,2.1034917963819942e-4,#EB6046
3,595,P5,XBB.1.5,XBB.1.5,2.1034917963819942e-4,#EB6046
1,596,clade_who,Omicron,Omicron,7.011639321273313e-5,#EB6046
1,596,Nextclade_pango,HD.1.1,NA,7.011639321273313e-5,#EB6046
1,596,P0.1,XBB.1.5,NA,7.011639321273313e-5,#EB6046
1,596,P0.5,XBB.1.5,XBB.1.5,7.011639321273313e-5,#EB6046
1,596,P1,XBB.1.5,XBB.1.5,7.011639321273313e-5,#EB6046
1,596,P5,XBB.1.5,XBB.1.5,7.011639321273313e-5,#EB6046
1,597,clade_who,Omicron,Omicron,7.011639321273313e-5,#EB6046
1,597,Nextclade_pango,HY.1,NA,7.011639321273313e-5,#EB6046
1,597,P0.1,XBB.1.5,NA,7.011639321273313e-5,#EB6046
