ASSEMBLY_RUN,SAMPLE_NAME,ct_modified,Prefilt_reads,set,ASSEMBLY_QUALITY
FAR82287_01,PV49412,NA,1905,ALL,Passed
FAR82287_01,PV49414,17.091337815,6527,ALL,Passed
FAR82287_01,PV49415,27.974436865,2468,ALL,Passed
FAR82287_01,PV49416,18.707325984999997,11620,ALL,Passed
FAR82287_01,PV49417,NA,7690,ALL,Passed
FAR82287_01,PV49422,28.993879194999998,1065,ALL,Passed
FAR82287_01,PV49424,23.336008905,5825,ALL,Passed
FAR82287_01,PV49425,26.732269440000003,849,ALL,Passed
FAR82287_01,PV49426,18.31149805,10686,ALL,Passed
FAR82287_01,PV49427,22.17395201,3450,ALL,Passed
FAR82287_01,PV49429,29.849799490000002,1145,ALL,Passed
FAR82287_01,PV49431,15.906826245000001,25126,ALL,Passed
FAR82287_01,PV49432,27.55845398,378,ALL,Passed
FAR82287_01,PV49434,30.966428945,112,ALL,Failed
FAR94633_01,PV49821,25.990171994999997,4229,ALL,Passed
FAR94633_01,PV49824,NA,10183,ALL,Passed
FAR94633_01,PV49825,18.063977985,11920,ALL,Passed
FAR94633_01,PV49829,22.396574905,2550,BM,Passed
FAR94633_01,PV49830,NA,4207,BM,Passed
FAR94633_01,PV49831,28.844693575,149,BM,Failed
FAR94633_01,PV49833,NA,6725,ALL,Passed
FAR94633_01,PV49834,24.506321905,5251,ALL,Passed
FAR94633_01,PV49836,NA,2452,ALL,Passed
FAR94633_01,PV49838,15.29058112,5967,ALL,Passed
FAR94633_01,PV49839,28.644419905,342,ALL,Passed
FAR94633_01,PV49840,NA,13106,ALL,Passed
FAR94633_01,PV49841,16.615930855000002,7501,ALL,Passed
FAR94633_01,PV49843,NA,3774,ALL,Passed
FAR94633_01,PV49844,NA,5503,ALL,Passed
FAR94633_01,PV49845,NA,4669,ALL,Passed
FAR94633_01,PV49846,31.724244305,129,ALL,Failed
FAR94633_01,PV49850,NA,5755,ALL,Passed
FAR94633_01,PV49851,16.839102715000003,2180,ALL,Passed
FAR94633_01,PV49852,17.66486525,2976,ALL,Passed
FAR94633_01,PV49853,21.59466044,7543,BM,Passed
FAR94633_01,PV49854,27.4529157,814,ALL,Passed
FAR94633_01,PV49855,22.221907005,1424,ALL,Passed
FAR94633_01,PV49856,31.14999826,204,ALL,Passed
FAR94633_01,PV49857,24.031415285,2472,ALL,Passed
FAR94633_01,PV49858,18.382456645,11199,ALL,Passed
FAR94633_01,PV49859,22.39209772,3955,ALL,Passed
FAR94633_01,PV49861,24.513751990000003,3110,ALL,Passed
FAR94633_01,PV49863,22.802367744999998,7076,ALL,Passed
FAR94633_01,PV49864,19.03950943,4061,ALL,Passed
FAR94633_01,PV49865,30.577067925,138,ALL,Failed
FAR94633_01,PV49866,NA,405,ALL,Passed
FAR94633_01,PV49867,26.59361827,2160,ALL,Passed
FAR94633_01,PV49869,31.50923818,95,ALL,Failed
FAR94633_01,PV49870,26.016381275,1572,ALL,Passed
FAR94633_01,PV49873,18.178565315,8862,ALL,Passed
FAR94633_01,PV49874,29.292103830000002,106,ALL,Failed
FAR94633_01,PV49876,31.205504185000002,149,ALL,Failed
FAR94633_01,PV49877,22.98498891,6281,ALL,Passed
FAR94633_01,PV49878,25.300393839999998,605,ALL,Passed
FAR94633_01,PV49879,26.86820838,3944,ALL,Passed
FAR94633_01,PV49881,22.381260715,2842,ALL,Passed
FAR94633_01,PV49882,25.437402085,474,ALL,Passed
FAR94633_01,PV49883,26.604454385,226,ALL,Passed
FAR94633_01,PV49884,NA,2404,ALL,Passed
FAR94633_01,PV49885,24.69591528,102,ALL,Failed
FAR94633_01,PV49886,24.199771875,11360,ALL,Passed
FAR94633_01,PV49888,25.134468005,11398,ALL,Passed
FAR94633_01,PV49890,NA,990,ALL,Passed
FAR94633_01,PV49891,23.6844783,3827,ALL,Passed
FAR94633_01,PV49892,19.47562308,5950,ALL,Passed
FAR94633_01,PV49893,29.754621425,189,ALL,Failed
FAR94633_01,PV49894,20.67620244,2637,ALL,Passed
FAR94633_01,PV49895,NA,1886,ALL,Passed
FAR94633_01,PV49898,29.97810798,394,ALL,Passed
FAR94633_01,PV49899,19.789206155000002,3034,ALL,Passed
FAR94633_01,PV49901,NA,11118,ALL,Passed
FAR94633_01,PV49902,NA,517,ALL,Passed
FAR94633_01,PV49903,NA,10922,ALL,Passed
FAR94633_01,PV49905,NA,4175,ALL,Passed
FAR94633_01,PV49906,NA,8642,ALL,Passed
FAR94633_01,PV49907,17.153071855,4847,ALL,Passed
FAR94633_01,PV49908,26.383003119999998,3185,ALL,Passed
FAR94633_01,PV49909,18.520363005,7752,ALL,Passed
FAR94633_01,PV49910,20.306453920000003,6730,ALL,Passed
FAR94633_01,PV49911,NA,1378,ALL,Passed
FAR94633_01,PV49912,17.21148865,6704,ALL,Passed
FAR94633_01,PV49913,18.239671785,6267,ALL,Passed
FAR94633_01,PV49914,NA,203,ALL,Failed
FAR94633_01,PV49915,23.225451605,6613,ALL,Passed
FAR82818_01,PV49920,23.532433994999998,2177,ALL,Passed
FAR82818_01,PV49921,24.612743055,891,ALL,Passed
FAR82818_01,PV49922,15.317590785,21431,ALL,Passed
FAR82818_01,PV49923,24.630568585,1898,ALL,Passed
FAR82818_01,PV49924,20.166676065,2801,ALL,Passed
FAR82818_01,PV49925,NA,276,ALL,Passed
FAR82818_01,PV49927,18.862097265,5590,ALL,Passed
FAR82818_01,PV49928,18.660310515,6464,ALL,Passed
FAR82818_01,PV49931,NA,2555,ALL,Passed
FAR82818_01,PV49934,29.74037275,355,BM,Passed
FAR82818_01,PV49935,21.037082065,3129,BM,Passed
FAR82818_01,PV49936,25.68422497,967,BM,Passed
FAR82818_01,PV49937,21.89235932,1339,ALL,Passed
FAR82818_01,PV49938,25.022777849999997,2724,ALL,Passed
FAR82818_01,PV49939,26.141244565,1306,ALL,Passed
FAR82818_01,PV49941,NA,95,ALL,Failed
FAR82818_01,PV49942,18.11417813,254,ALL,Passed
FAR82818_01,PV49945,NA,1360,ALL,Passed
FAR82818_01,PV49947,NA,2421,BM,Passed
FAR82818_01,PV49949,26.28701365,7992,ALL,Passed
FAR82818_01,PV49951,28.821508415,1071,ALL,Passed
FAR82818_01,PV49952,19.995728839999998,7017,ALL,Passed
FAR82818_01,PV49953,22.887771365,847,ALL,Passed
FAR82818_01,PV49955,16.33260276,1170,ALL,Passed
FAR82818_01,PV49956,21.14927612,641,ALL,Passed
FAR82818_01,PV49957,28.116599049999998,138,ALL,Failed
FAR82818_01,PV49959,NA,1723,ALL,Passed
FAR82818_01,PV49961,21.374985265,4071,ALL,Passed
FAR82818_01,PV49962,23.136269265,955,ALL,Passed
FAR82818_01,PV49963,25.05936962,1042,ALL,Passed
FAR82818_01,PV49964,22.618239975,1950,ALL,Passed
FAR82818_01,PV49965,21.32875747,4719,ALL,Passed
FAR82818_01,PV49966,33.860764935,342,ALL,Failed
FAR82818_01,PV49969,33.280595515,156,ALL,Failed
FAR82818_01,PV49970,25.616003329999998,782,ALL,Passed
FAR82818_01,PV49971,23.36887976,4156,ALL,Passed
FAR82818_01,PV49972,26.628924175,2751,ALL,Passed
FAR82818_01,PV49973,29.18892936,105,ALL,Failed
FAR82818_01,PV49975,NA,3996,ALL,Passed
FAR82818_01,PV49976,NA,3708,ALL,Passed
FAR82818_01,PV49977,25.722950660000002,3069,ALL,Passed
FAR82818_01,PV49978,28.37960725,358,ALL,Passed
FAR82818_01,PV49979,23.94307104,5508,ALL,Passed
FAR82818_01,PV49981,17.108226675,3349,ALL,Passed
FAR82818_01,PV49982,18.37151995,3766,ALL,Passed
FAR82818_01,PV49983,27.439455109999997,525,ALL,Passed
FAR82818_01,PV49984,23.856484705,1060,ALL,Passed
FAR82818_01,PV49985,NA,1806,ALL,Passed
FAR82818_01,PV49987,22.972186825,643,ALL,Passed
FAR82818_01,PV49989,25.052708154999998,2705,ALL,Passed
FAR82818_01,PV49990,NA,550,ALL,Passed
FAR82818_01,PV49993,22.09429072,3139,BM,Passed
FAR82818_01,PV49994,NA,12862,BM,Passed
FAR82818_01,PV49995,NA,1484,BM,Passed
FAR82818_01,PV49998,NA,2092,ALL,Passed
FAR82818_01,PV49999,16.915665295,5674,ALL,Passed
FAR82818_01,PV50001,29.29744861,1031,ALL,Passed
FAR82818_01,PV50003,25.74942559,3894,ALL,Passed
FAR82818_01,PV50004,18.07023367,3815,ALL,Passed
FAR82818_01,PV50005,17.512968790000002,16550,ALL,Passed
FAR82818_01,PV50006,NA,16413,ALL,Passed
FAR82818_01,PV50008,28.15784134,646,ALL,Passed
FAR82818_01,PV50009,NA,2355,ALL,Passed
FAR82818_01,PV50010,22.670982715,2338,ALL,Passed
FAR82818_01,PV50011,17.72921128,1462,ALL,Passed
FAR82277_01,PV50014,NA,4802,ALL,Passed
FAR82277_01,PV50015,NA,1474,ALL,Passed
FAR82277_01,PV50017,NA,15637,BM,Passed
FAR82277_01,PV50018,NA,11626,ALL,Passed
FAR82277_01,PV50019,NA,1029,ALL,Passed
FAR82277_01,PV50020,NA,128,ALL,Failed
FAR95226_01,PV50060,24.94624058,5512,ALL,Passed
FAR95226_01,PV50063,18.67451264,2342,ALL,Passed
FAR95226_01,PV50066,19.660380879999998,615,ALL,Passed
FAR95226_01,PV50070,21.174175055,769,ALL,Passed
FAR95226_01,PV50171,NA,1978,BM,Passed
FAR95226_01,PV50172,NA,504,ALL,Passed
FAR95226_01,PV50173,NA,18758,ALL,Passed
FAR95226_01,PV50176,NA,220,ALL,Failed
FAR95226_01,PV50182,NA,9504,ALL,Passed
FAR95226_01,PV50187,NA,440,ALL,Passed
FAR95226_01,PV50192,NA,905,ALL,Passed
FAR95226_01,PV50196,NA,1672,ALL,Passed
FAR95226_01,PV50197,NA,1876,ALL,Passed
FAR95226_01,PV50202,NA,331,ALL,Passed
FAR95226_01,PV50203,NA,321,ALL,Passed
FAR95226_01,PV50205,NA,1642,ALL,Passed
FAR95226_01,PV50206,NA,1373,ALL,Passed
FAR95226_01,PV50207,NA,758,ALL,Passed
FAR95226_01,PV50209,NA,1725,ALL,Passed
FAR95226_01,PV50214,NA,1863,ALL,Passed
FAR95226_01,PV50216,NA,753,ALL,Passed
FAR95226_01,PV50224,NA,197,ALL,Failed
FAR95226_01,PV50232,NA,334,ALL,Passed
FAR95226_01,PV50233,NA,5515,ALL,Passed
FAR95226_01,PV50234,NA,547,ALL,Passed
FAR95226_01,PV50235,NA,749,ALL,Passed
FAR82277_01,PV50428,NA,6848,BM,Passed
FAR82277_01,PV50429,NA,77008,BM,Passed
FAR82277_01,PV50430,NA,30654,BM,Passed
FAR82277_01,PV50436,28.619421905,41257,BM,Passed
FAR82277_01,PV50438,NA,22605,BM,Passed
FAR82277_01,PV50439,NA,50000,BM,Passed
FAR82277_01,PV50444,18.38419876,48212,BM,Passed
FAR82277_01,PV50446,19.768915495,50894,BM,Passed
FAR82277_01,PV50447,22.466288555,57490,BM,Passed
FAR82277_01,PV50452,14.77165344,48648,ALL,Passed
FAR82277_01,PV50453,22.18567251,65287,ALL,Passed
FAR82277_01,PV50454,28.45172314,77027,ALL,Passed
FAR82277_01,PV50455,25.95022847,71388,ALL,Passed
FAR82277_01,PV50460,21.375242195,8296,ALL,Passed
FAR82277_01,PV50461,18.465233635,2419,ALL,Passed
FAR82277_01,PV50462,18.019006060000002,15427,ALL,Passed
FAR82277_01,PV50463,19.094836885,13740,ALL,Passed
FAR82277_01,PV50470,22.153562989999998,11838,ALL,Passed
FAR82277_01,PV50476,26.512065794999998,33960,ALL,Passed
FAR82277_01,PV50477,21.74970048,13768,ALL,Passed
FAR82277_01,PV50478,28.248234775,1379,ALL,Passed
FAR82277_01,PV50479,22.941685305,11388,ALL,Passed
FAR82277_01,PV50484,NA,13627,ALL,Passed
FAR82277_01,PV50485,20.13805617,13677,BM,Passed
FAR82277_01,PV50486,22.68697837,14085,ALL,Passed
FAR82277_01,PV50487,25.886335085,575,ALL,Passed
FAR82277_01,PV50493,21.310509330000002,6611,ALL,Passed
FAR82277_01,PV50494,25.71848459,5836,ALL,Passed
FAR82277_01,PV50495,28.32279814,671,ALL,Passed
FAR82277_01,PV50500,21.56016271,1427,ALL,Passed
FAR82277_01,PV50501,19.58233298,21060,BM,Passed
FAR82277_01,PV50502,22.300083565,2459,ALL,Passed
FAR82277_01,PV50503,22.79904119,8001,ALL,Passed
FAR82277_01,PV50508,22.869104575,7909,ALL,Passed
FAR82277_01,PV50509,20.93022954,22969,ALL,Passed
FAR82277_01,PV50510,29.015749975,418,ALL,Passed
FAR82277_01,PV50511,27.56973709,718,ALL,Passed
FAR82277_01,PV50517,15.24268667,5003,ALL,Passed
FAR82277_01,PV50518,26.87695753,351,ALL,Passed
FAR82277_01,PV50519,27.866030135000003,1063,ALL,Passed
FAR82254_01,PV50525,13.866378990000001,167,ALL,Failed
FAR82254_01,PV50526,27.65742851,109,ALL,Failed
FAR82254_01,PV50527,18.99266393,356,ALL,Passed
FAR82254_01,PV50528,19.816820705,885,ALL,Passed
FAR82254_01,PV50530,20.029031165,531,ALL,Passed
FAR82254_01,PV50532,25.36784349,1439,ALL,Passed
FAR82254_01,PV50533,17.951431175,1170,ALL,Passed
FAR82254_01,PV50534,20.04645631,1543,ALL,Passed
FAR82254_01,PV50535,26.85822282,237,ALL,Passed
FAR82254_01,PV50536,21.241215775,1316,ALL,Passed
FAR82254_01,PV50537,28.319870369999997,145,ALL,Failed
FAR82254_01,PV50541,22.44379816,474,ALL,Passed
FAR82254_01,PV50542,22.918084395,500,ALL,Passed
FAR82254_01,PV50543,22.87978835,1352,ALL,Passed
FAR82254_01,PV50544,25.35318053,671,ALL,Passed
FAR82254_01,PV50545,18.297362005,3711,ALL,Passed
FAR82254_01,PV50547,22.106202465000003,1085,ALL,Passed
FAR82254_01,PV50549,20.23676729,641,ALL,Passed
FAR82254_01,PV50550,25.96716062,268,ALL,Passed
FAR82254_01,PV50552,23.9296991,619,ALL,Passed
FAR82254_01,PV50554,19.754985480000002,477,ALL,Passed
FAR82254_01,PV50555,16.66982735,221,ALL,Passed
FAR82254_01,PV50556,19.219122445,557,ALL,Passed
FAR82254_01,PV50557,22.20009567,433,ALL,Passed
FAR82254_01,PV50558,23.192661389999998,753,ALL,Passed
FAR82254_01,PV50559,17.97898657,3170,ALL,Passed
FAR82254_01,PV50561,23.161337995,2048,ALL,Passed
FAR82254_01,PV50562,17.040948965,916,ALL,Passed
FAR82254_01,PV50565,21.551772675000002,775,BM,Passed
FAR82254_01,PV50566,19.372896715,742,BM,Passed
FAR82254_01,PV50567,21.34171641,1040,BM,Passed
FAR82254_01,PV50569,21.464481120000002,558,BM,Passed
FAR82254_01,PV50570,22.342388874999997,1543,BM,Passed
FAR82254_01,PV50571,20.981948805000002,1050,BM,Passed
FAR82254_01,PV50572,20.502879274999998,213,BM,Passed
FAR82254_01,PV50574,21.268176805,508,BM,Passed
FAR82254_01,PV50575,19.369281514999997,606,BM,Passed
FAR82254_01,PV50577,16.563722315,1453,BM,Passed
FAR82254_01,PV50578,24.641722719999997,1181,BM,Passed
FAR82254_01,PV50581,15.4146319,296,ALL,Passed
FAR82254_01,PV50582,19.74347585,410,ALL,Passed
FAR82254_01,PV50583,28.007102744999997,130,ALL,Failed
FAR82254_01,PV50584,27.282984335000002,502,ALL,Passed
FAR82254_01,PV50585,17.81485752,879,ALL,Passed
FAR82254_01,PV50586,20.057522625,739,ALL,Passed
FAR82254_01,PV50587,25.39710512,687,ALL,Passed
FAR82254_01,PV50588,19.91011893,249,ALL,Passed
FAR82254_01,PV50592,16.64341287,757,ALL,Passed
FAR82254_01,PV50595,20.326026145,2166,ALL,Passed
FAR82254_01,PV50597,22.125882765,900,ALL,Passed
FAR82254_01,PV50598,24.65223082,636,ALL,Passed
FAR82254_01,PV50599,16.538400340000003,5226,ALL,Passed
FAR82254_01,PV50600,17.2062235,5474,ALL,Passed
FAR82254_01,PV50601,24.234136065,3569,ALL,Passed
FAR82254_01,PV50602,20.20106871,12117,ALL,Passed
FAR82254_01,PV50603,24.281231155,6854,ALL,Passed
FAR82254_01,PV50606,NA,172,ALL,Failed
FAR82254_01,PV50607,NA,164,BM,Failed
FAR82254_01,PV50608,NA,282,BM,Passed
FAR82254_01,PV50609,NA,13206,BM,Passed
FAR82254_01,PV50611,NA,2281,ALL,Passed
FAR82254_01,PV50612,NA,14550,ALL,Passed
FAR82254_01,PV50613,23.595967445,5575,ALL,Passed
FAR82254_01,PV50615,20.608123714999998,1833,BM,Passed
FAR82254_01,PV50616,NA,4015,ALL,Passed
FAR82254_01,PV50617,NA,18080,ALL,Passed
FAR95220_01,PV51773,NA,151,ALL,Failed
FAR95220_01,PV51774,NA,304,ALL,Passed
FAR95220_01,PV51776,NA,14898,ALL,Passed
FAR95220_01,PV51778,NA,258,ALL,Passed
FAR95220_01,PV51779,NA,296,ALL,Passed
FAR95220_01,PV51781,NA,17366,ALL,Passed
FAR95220_01,PV51782,NA,19171,ALL,Passed
FAR95220_01,PV51784,NA,1200,ALL,Passed
FAR95220_01,PV51799,NA,716,ALL,Passed
FAR95226_01,PV51800,NA,740,ALL,Failed
FAR95220_01,PV51805,NA,14679,ALL,Passed
FAR95220_01,PV51809,NA,329,ALL,Passed
FAR95220_01,PV51810,NA,4849,ALL,Passed
FAR95220_01,PV51811,NA,2429,ALL,Passed
FAR95220_01,PV51812,NA,956,ALL,Passed
FAR95220_01,PV51813,NA,45291,ALL,Passed
FAR95220_01,PV51815,NA,23065,ALL,Passed
FAR95220_01,PV51816,NA,12098,ALL,Passed
FAR95220_01,PV51818,NA,2420,BM,Passed
FAR95220_01,PV51822,NA,20728,ALL,Passed
FAR95220_01,PV51824,NA,18323,ALL,Passed
FAR95220_01,PV51826,NA,573,ALL,Failed
FAR95220_01,PV51829,NA,3120,ALL,Passed
FAR95220_01,PV51830,NA,1524,ALL,Passed
FAR95220_01,PV51856,NA,26633,ALL,Passed
FAR95220_01,PV51857,NA,27111,ALL,Passed
FAR95220_01,PV51858,NA,34989,ALL,Passed
FAR95220_01,PV51859,NA,26706,ALL,Passed
FAR95220_01,PV51860,NA,2765,ALL,Passed
FAR95220_01,PV51861,NA,34445,ALL,Passed
FAR95220_01,PV51863,NA,1226,ALL,Passed
FAR95220_01,PV51864,NA,4760,ALL,Passed
FAR95220_01,PV51867,NA,272,ALL,Failed
FAR95220_01,PV51868,NA,19802,ALL,Passed
FAR95220_01,PV51869,NA,24202,ALL,Passed
FAR95220_01,PV51870,NA,15032,ALL,Passed
FAR95220_01,PV51872,NA,290,ALL,Passed
FAR95220_01,PV51874,NA,10677,ALL,Passed
FAR95220_01,PV51875,NA,7891,ALL,Passed
FAR95220_01,PV51876,NA,127,ALL,Failed
FAR95220_01,PV51877,NA,1950,ALL,Passed
FAR95220_01,PV51878,NA,2475,ALL,Passed
FAR95220_01,PV51881,NA,7101,ALL,Passed
FAR95220_01,PV51882,NA,301,ALL,Failed
FAR95220_01,PV51883,NA,465,ALL,Passed
FAR95220_01,PV51884,NA,40420,ALL,Passed
FAR95220_01,PV51885,NA,4165,ALL,Passed
FAR95220_01,PV51886,NA,19462,ALL,Passed
FAR95220_01,PV51887,NA,597,ALL,Passed
FAR95220_01,PV51888,NA,2350,BM,Passed
FAR95220_01,PV51889,NA,286,BM,Passed
FAR95220_01,PV51893,NA,1325,ALL,Passed
FAR95220_01,PV51894,NA,41008,ALL,Passed
FAR95220_01,PV51895,NA,18819,ALL,Passed
FAR95220_01,PV51896,NA,841,ALL,Passed
FAR95220_01,PV51898,NA,9308,ALL,Passed
FAR82641_01,PV51900,NA,37599,ALL,Passed
FAR82641_01,PV51901,NA,412,ALL,Passed
FAR82641_01,PV51902,NA,342,ALL,Passed
FAR95173_01,PV51903,NA,10999,ALL,Passed
FAR82641_01,PV51904,NA,407,ALL,Passed
FAR95173_01,PV51905,NA,51079,ALL,Passed
FAR82641_01,PV51906,NA,29570,ALL,Passed
FAR82641_01,PV51907,NA,555,ALL,Passed
FAR82641_01,PV51908,NA,614,ALL,Passed
FAR82641_01,PV51909,NA,325,ALL,Passed
FAR82641_01,PV51910,NA,428,ALL,Passed
FAR82641_01,PV51911,NA,400,ALL,Passed
FAR82641_01,PV51912,NA,393,ALL,Passed
FAR82641_01,PV51913,NA,443,ALL,Passed
FAR82641_01,PV51914,NA,346,ALL,Passed
FAR82537_01,PV51918,NA,305,ALL,Failed
FAR95156_01,PV51919,NA,219,ALL,Failed
FAR82537_01,PV51920,NA,268,ALL,Passed
FAR95156_01,PV51921,NA,871,ALL,Passed
FAR82537_01,PV51922,NA,484,ALL,Failed
FAR95156_01,PV51923,NA,383,ALL,Failed
FAR82537_01,PV51924,NA,249,ALL,Passed
FAR82537_01,PV51925,NA,79853,ALL,Passed
FAR82537_01,PV51926,NA,26428,ALL,Passed
FAR82537_01,PV51927,NA,30264,ALL,Passed
FAR82537_01,PV51928,NA,270,ALL,Failed
FAR82537_01,PV51929,NA,494,ALL,Passed
FAR82537_01,PV51930,NA,55875,ALL,Passed
FAR82537_01,PV51931,NA,1530,ALL,Passed
FAR82537_01,PV51932,NA,38275,ALL,Passed
FAR95156_01,PV51933,NA,303,ALL,Failed
FAR82537_01,PV51934,NA,365,ALL,Passed
FAR95156_01,PV51935,NA,327,ALL,Passed
FAR95156_01,PV51936,NA,6252,ALL,Passed
FAR95156_01,PV51937,NA,15518,ALL,Passed
FAR82537_01,PV51938,NA,39290,ALL,Passed
FAR82537_01,PV51939,NA,13141,ALL,Passed
FAR82537_01,PV51940,NA,49113,ALL,Passed
FAR82537_01,PV51941,NA,71186,ALL,Passed
FAR82537_01,PV51942,NA,219,ALL,Failed
FAR82537_01,PV51943,NA,13315,ALL,Passed
FAR95156_01,PV51944,NA,19106,ALL,Passed
FAR82537_01,PV51945,NA,85737,ALL,Passed
FAR82537_01,PV51946,NA,251,ALL,Failed
FAR95156_01,PV51947,NA,12068,ALL,Passed
FAR82641_01,PV51948,NA,389,ALL,Passed
FAR82641_01,PV51949,NA,537,ALL,Passed
FAR95173_01,PV51950,NA,19111,ALL,Passed
FAR82641_01,PV51951,NA,409,ALL,Passed
FAR82641_01,PV51952,NA,41292,ALL,Passed
FAR95173_01,PV51953,NA,1007,ALL,Passed
FAR82641_01,PV51954,NA,507,ALL,Passed
FAR82641_01,PV51955,NA,1030,ALL,Passed
FAR95173_01,PV51956,NA,3711,ALL,Passed
FAR82641_01,PV51957,NA,555,ALL,Passed
FAR82641_01,PV51958,NA,459,ALL,Passed
FAR82641_01,PV51959,NA,391,ALL,Passed
FAR82641_01,PV51960,NA,676,ALL,Passed
FAR95156_01,PV51961,NA,5120,ALL,Passed
FAR95156_01,PV51962,NA,11970,ALL,Failed
FAR95156_01,PV51963,NA,320,ALL,Failed
FAR82537_01,PV51964,NA,294,ALL,Passed
FAR82537_01,PV51965,NA,922,ALL,Failed
FAR82641_01,PV51966,NA,403,ALL,Passed
FAR82641_01,PV51967,NA,22143,ALL,Passed
FAR82641_01,PV51968,NA,3810,ALL,Passed
FAR82641_01,PV51969,NA,272,ALL,Passed
FAR82641_01,PV51970,NA,622,ALL,Passed
FAR82641_01,PV51971,NA,346,ALL,Passed
FAR82641_01,PV51972,NA,6060,ALL,Passed
FAR95173_01,PV51973,NA,3128,ALL,Passed
FAR82641_01,PV51974,NA,20637,ALL,Passed
FAR95173_01,PV51975,NA,7337,BM,Passed
FAR95173_01,PV51976,NA,434,ALL,Passed
FAR95173_01,PV51977,NA,14039,ALL,Passed
FAR95173_01,PV51978,NA,18284,ALL,Passed
FAR82641_01,PV51979,NA,417,ALL,Passed
FAR82641_01,PV51980,NA,424,ALL,Passed
FAR82641_01,PV51981,NA,23769,ALL,Passed
FAR82641_01,PV51982,NA,446,ALL,Passed
FAR82641_01,PV51983,NA,2403,ALL,Passed
FAR82641_01,PV51984,NA,36696,ALL,Passed
FAR95156_01,PV51985,NA,425,ALL,Passed
FAR82537_01,PV51986,NA,63363,ALL,Passed
FAR82537_01,PV51987,NA,35493,ALL,Passed
FAR82537_01,PV51988,NA,27023,ALL,Passed
FAR82537_01,PV51989,NA,35226,ALL,Passed
FAR82537_01,PV51990,NA,213,ALL,Failed
FAR82537_01,PV51991,NA,98483,ALL,Passed
FAR95156_01,PV51992,NA,4645,ALL,Passed
FAR82537_01,PV51993,NA,32381,ALL,Passed
FAR82537_01,PV51994,NA,255,ALL,Failed
FAR95156_01,PV51995,NA,1949,ALL,Failed
FAR82641_01,PV52022,NA,496,ALL,Passed
FAR82641_01,PV52023,NA,354,ALL,Passed
FAR82641_01,PV52024,NA,390,ALL,Passed
FAR82641_01,PV52025,NA,43510,ALL,Passed
FAR82641_01,PV52026,NA,1580,ALL,Passed
FAR82641_01,PV52027,NA,49093,ALL,Passed
FAR82641_01,PV52028,NA,316,ALL,Passed
FAR82641_01,PV52029,NA,379,ALL,Passed
FAR82641_01,PV52030,NA,8645,ALL,Passed
FAR95173_01,PV52031,NA,49453,ALL,Passed
FAR82641_01,PV52032,NA,433,ALL,Passed
FAR82537_01,PV52033,NA,1594,ALL,Passed
FAR95156_01,PV52034,NA,3422,ALL,Passed
FAR95156_01,PV52035,NA,251,ALL,Failed
FAR82537_01,PV52036,NA,34321,ALL,Passed
FAR95156_01,PV52037,NA,863,ALL,Passed
FAR82537_01,PV52038,NA,535,ALL,Failed
FAR95156_01,PV52039,NA,279,ALL,Failed
FAR82537_01,PV52060,NA,205,ALL,Failed
FAR82537_01,PV52061,NA,297,ALL,Passed
FAR82537_01,PV52062,NA,17916,ALL,Passed
FAR82641_01,PV52112,NA,51867,ALL,Passed
FAR82537_01,PV52260,NA,790,ALL,Passed
FAR82537_01,PV52261,NA,215,ALL,Failed
FAR82537_01,PV52262,NA,162,ALL,Failed
FAR82537_01,PV52263,NA,35849,ALL,Passed
FAR95156_01,PV52264,NA,20610,ALL,Passed
FAR95156_01,PV52265,NA,749,ALL,Failed
FAR82537_01,PV52266,NA,194,ALL,Failed
FAR82537_01,PV52267,NA,571,ALL,Passed
FAR82537_01,PV52268,NA,90694,ALL,Passed
FAR82537_01,PV52269,NA,23285,ALL,Passed
FAR82537_01,PV52270,NA,142365,ALL,Passed
FAR95156_01,PV52271,NA,7909,ALL,Passed
FAR82537_01,PV52272,NA,370,ALL,Passed
FAR95156_01,PV52273,NA,298,ALL,Failed
FAR82537_01,PV52274,NA,194,ALL,Failed
FAR82537_01,PV52275,NA,273,ALL,Passed
FAR95156_01,PV52276,NA,493,ALL,Passed
FAR82537_01,PV52277,NA,213,ALL,Failed
FAR95156_01,PV52278,NA,2011,ALL,Passed
FAR82537_01,PV52279,NA,336,ALL,Failed
FAR95156_01,PV52280,NA,327,ALL,Failed
FAR82537_01,PV52281,NA,767,ALL,Passed
FAR82537_01,PV52282,NA,204,ALL,Failed
FAR82537_01,PV52283,NA,1625,ALL,Failed
FAR95156_01,PV52284,NA,1782,ALL,Passed
FAR82537_01,PV52285,NA,244,ALL,Failed
FAR82537_01,PV52286,NA,812,ALL,Failed
FAR82537_01,PV52287,17.64715381,57967,ALL,Passed
FAR82537_01,PV52288,NA,233,ALL,Failed
FAR82537_01,PV52289,NA,229,ALL,Failed
FAR82537_01,PV52290,NA,954,ALL,Passed
FAR82537_01,PV52291,NA,240,ALL,Failed
FAR95156_01,PV52292,NA,329,ALL,Failed
FAR82537_01,PV52293,NA,362,ALL,Failed
FAR82537_01,PV52294,NA,329,ALL,Passed
FAR95156_01,PV52295,NA,347,ALL,Passed
FAR82537_01,PV52296,NA,12989,ALL,Passed
FAR95156_01,PV52297,NA,336,ALL,Failed
FAR82537_01,PV52298,NA,362,ALL,Passed
FAR82641_01,PV52375,NA,313,ALL,Passed
