ASSEMBLY_RUN,SAMPLE_NAME,ct_modified,Prefilt_reads,set,ASSEMBLY_QUALITY
FAP89611_01,PV45007,19.874287860000003,259,ALL,Failed
FAP89611_01,PV45008,19.12405625,291,BM,Passed
FAP89611_01,PV45010,21.400003275000003,245,ALL,Failed
FAP89611_01,PV45011,28.772970065,132,ALL,Failed
FAP89611_01,PV45013,21.537356484999997,447,BM,Passed
FAP89611_01,PV45014,22.515822795,512,ALL,Passed
FAP89611_01,PV45015,23.031227004999998,304,ALL,Passed
FAP89611_01,PV45016,21.10464304,461,BM,Passed
FAP89611_01,PV45017,17.826556245,284,BM,Failed
FAP89611_01,PV45018,24.44720361,1225,BM,Passed
FAP89611_01,PV45019,26.194538975,874,ALL,Passed
FAP89611_01,PV45021,28.594830465,188,ALL,Failed
FAP89611_01,PV45023,29.535778115,213,BM,Failed
FAP89611_01,PV45024,26.70181975,421,ALL,Passed
FAP89611_01,PV45025,18.37758085,186,ALL,Failed
FAP89611_01,PV45026,21.203107025,582,ALL,Passed
FAP89611_01,PV45027,21.099330655,335,ALL,Passed
FAP89611_01,PV45029,24.268490955,757,ALL,Passed
FAP89611_01,PV45030,22.99923441,469,BM,Passed
FAP89611_01,PV45031,27.267524535,299,BM,Passed
FAP89611_01,PV45032,22.675931655,476,ALL,Passed
FAP89611_01,PV45035,26.5388899,764,BM,Passed
FAP89611_01,PV45037,30.977580815,240,ALL,Failed
FAP89611_01,PV45039,23.350279145000002,547,BM,Passed
FAP89611_01,PV45041,NA,996,ALL,Passed
FAP89611_01,PV45046,NA,569,ALL,Passed
FAP89611_01,PV45047,NA,300,ALL,Failed
FAP89611_01,PV45050,NA,1574,ALL,Passed
FAP89611_01,PV45051,16.175338345,269,ALL,Failed
FAP89611_01,PV45052,26.714380894999998,502,BM,Passed
FAP89611_01,PV45053,NA,622,ALL,Passed
FAP89611_01,PV45054,24.53708665,295,ALL,Passed
FAP89611_01,PV45056,22.11376696,568,BM,Passed
FAP89611_01,PV45057,NA,1082,ALL,Passed
FAP89611_01,PV45058,NA,305,ALL,Failed
FAP89611_01,PV45062,19.29971212,1278,ALL,Passed
FAP89611_01,PV45063,20.855030265,705,ALL,Passed
FAP89611_01,PV45065,28.27544,237,ALL,Failed
FAP89611_01,PV45067,19.346215965,272,BM,Passed
FAP89611_01,PV45068,26.92261491,707,ALL,Passed
FAP89611_01,PV45069,27.96929724,142,ALL,Failed
FAP89611_01,PV45071,28.158262354999998,280,ALL,Passed
FAP89611_01,PV45072,NA,510,ALL,Passed
FAP89611_01,PV45076,21.509444405,259,ALL,Failed
FAP89611_01,PV45077,NA,678,ALL,Passed
FAP89611_01,PV45078,25.22075507,593,BM,Passed
FAP89611_01,PV45081,NA,345,ALL,Passed
FAP89611_01,PV45082,24.477315425,389,BM,Passed
FAP89611_01,PV45083,NA,916,ALL,Passed
FAP89611_01,PV45085,NA,285,ALL,Failed
FAP89611_01,PV45087,24.635420205000003,544,ALL,Passed
FAP89611_01,PV45088,18.494199289999997,597,ALL,Passed
FAP89611_01,PV45089,NA,1059,ALL,Passed
FAP89611_01,PV45091,21.21337217,734,ALL,Passed
FAP89611_01,PV45092,24.30825034,712,ALL,Passed
FAP89611_01,PV45093,21.935,523,ALL,Passed
FAP89611_01,PV45094,27.289070175,289,ALL,Passed
FAP89611_01,PV45098,26.433068105,511,ALL,Passed
FAP89611_01,PV45100,33.17344217,118,BM,Failed
FAP81527_01,PV45101,24.550853435,654,ALL,Passed
FAP81527_01,PV45104,21.900844305,1704,ALL,Passed
FAP81527_01,PV45109,27.402147569999997,912,ALL,Passed
FAP81527_01,PV45113,27.790062575,289,ALL,Passed
FAP81527_01,PV45115,17.713459704999998,389,ALL,Passed
FAP81527_01,PV45116,19.635911970000002,1185,ALL,Passed
FAP81527_01,PV45123,21.3597604,1176,ALL,Passed
FAP81527_01,PV45124,17.716335665000003,1000,ALL,Passed
FAP81527_01,PV45129,29.920975635,189,ALL,Failed
FAP81527_01,PV45131,24.039190615000003,1298,ALL,Passed
FAP81527_01,PV45132,16.390711745,1619,ALL,Passed
FAP81527_01,PV45136,22.288652229999997,1642,ALL,Passed
FAP81527_01,PV45146,23.4911465,452,ALL,Passed
FAP81527_01,PV45147,26.80829061,333,ALL,Passed
FAP81527_01,PV45148,37.224274835,1011,ALL,Passed
FAP81527_01,PV45154,30.53083427,197,ALL,Failed
FAP81527_01,PV45155,28.01687458,256,ALL,Failed
FAP81527_01,PV45156,22.125215439999998,4934,ALL,Passed
FAP81527_01,PV45157,16.408805434999998,2411,ALL,Passed
FAP81527_01,PV45161,23.864354130000002,1787,ALL,Passed
FAP81527_01,PV45164,21.01980031,1367,ALL,Passed
FAP81527_01,PV45168,22.63345741,1244,ALL,Passed
FAP81527_01,PV45169,19.96302596,1089,ALL,Passed
FAP81527_01,PV45170,29.305522930000002,173,ALL,Failed
FAP81527_01,PV45171,23.152447015,712,ALL,Passed
FAP81527_01,PV45173,24.57578623,1486,ALL,Passed
FAP81527_01,PV45174,19.812850349999998,1472,ALL,Passed
FAP81527_01,PV45181,26.054017815,1722,ALL,Passed
FAP81527_01,PV45183,20.383113555,1470,ALL,Passed
FAP81527_01,PV45188,20.533920000000002,3008,BM,Passed
FAP81527_01,PV45190,28.954095195,140,ALL,Failed
FAP81527_01,PV45195,19.10593754,3047,ALL,Passed
FAQ06947_01,PV45199,25.385400699999998,892,ALL,Passed
FAQ06947_01,PV45200,20.21936695,2454,ALL,Passed
FAQ06947_01,PV45202,18.594673195,2044,ALL,Passed
FAQ06947_01,PV45203,29.84116349,271,BM,Passed
FAQ06947_01,PV45207,23.967176455,990,ALL,Passed
FAQ06947_01,PV45209,23.145091075,2217,ALL,Passed
FAQ06947_01,PV45210,17.50528356,447,ALL,Passed
FAQ06947_01,PV45211,23.644440775,1917,ALL,Passed
FAQ06947_01,PV45215,14.6506329,2814,ALL,Passed
FAQ06947_01,PV45216,24.957820554999998,434,ALL,Passed
FAQ06947_01,PV45218,30.157572145,151,ALL,Failed
FAQ06947_01,PV45220,19.92047704,2359,ALL,Passed
FAQ06947_01,PV45221,25.058657375000003,641,ALL,Passed
FAQ06947_01,PV45223,27.247678565,349,ALL,Passed
FAQ06947_01,PV45224,25.07105698,806,ALL,Passed
FAQ06947_01,PV45227,26.92713958,512,ALL,Passed
FAQ06947_01,PV45228,31.264859854999997,318,ALL,Passed
FAQ06947_01,PV45230,27.953581720000003,150,ALL,Failed
FAQ06947_01,PV45231,22.685499864999997,1274,BM,Passed
FAQ06947_01,PV45232,27.450956805,802,ALL,Passed
FAQ06947_01,PV45234,21.1643885,2390,ALL,Passed
FAQ06947_01,PV45240,29.03986598,324,ALL,Passed
FAQ06947_01,PV45242,27.96503876,351,BM,Passed
FAQ06947_01,PV45247,22.366841110000003,1005,ALL,Passed
FAQ06947_01,PV45248,20.072790755,2530,ALL,Passed
FAQ06947_01,PV45249,20.878830045,1918,ALL,Passed
FAQ06947_01,PV45250,25.264591805000002,864,ALL,Passed
FAQ06947_01,PV45256,21.999458885,1293,ALL,Passed
FAQ06947_01,PV45258,21.124827494999998,1255,ALL,Passed
FAQ06947_01,PV45261,31.323826519999997,166,ALL,Failed
FAQ06947_01,PV45262,18.80009997,634,ALL,Passed
FAQ06947_01,PV45263,13.13848273,973,ALL,Passed
FAQ06947_01,PV45264,26.532768885,622,ALL,Passed
FAQ06947_01,PV45265,28.708384615,189,ALL,Failed
FAQ06947_01,PV45267,16.889538199999997,640,ALL,Passed
FAQ06947_01,PV45269,29.1824112,218,ALL,Failed
FAQ06947_01,PV45270,22.14992447,1866,ALL,Passed
FAQ06947_01,PV45271,16.404044055,959,ALL,Passed
FAQ06947_01,PV45273,24.335067945,816,ALL,Passed
FAQ06947_01,PV45275,23.314575895,886,ALL,Passed
FAQ06947_01,PV45279,23.7976019,1316,ALL,Passed
FAQ06947_01,PV45280,24.652578685,999,ALL,Passed
FAQ06947_01,PV45281,27.4943191,498,ALL,Passed
FAQ06947_01,PV45283,20.385425365,3086,ALL,Passed
FAQ06947_01,PV45284,23.460662355,684,ALL,Passed
FAQ06947_01,PV45289,22.34652132,1899,ALL,Passed
FAQ06947_01,PV45290,16.287030039999998,1023,ALL,Passed
FAQ06947_01,PV45291,24.9760529,1056,ALL,Passed
FAR95226_01,PV45404_P2,NA,8016,BM,Passed
FAR82277_01,PV45626,NA,2616,ALL,Passed
FAR82277_01,PV45632,26.369877915,56759,BM,Passed
FAR82277_01,PV45648,14.182849234999999,29999,BM,Passed
FAR82277_01,PV45650,NA,20203,BM,Passed
FAR82277_01,PV45651,23.77812659,3906,BM,Passed
FAR82277_01,PV45654,NA,127,BM,Failed
FAR82277_01,PV45668,NA,520,BM,Passed
FAR82277_01,PV45671,NA,4745,BM,Passed
FAR82277_01,PV45683,23.83079529,69009,BM,Passed
FAR82277_01,PV45694,NA,70659,ALL,Passed
FAR82277_01,PV45697,NA,2318,ALL,Passed
FAQ06877_01,PV45879,20.28970827,526,ALL,Passed
FAQ06877_01,PV45881,28.858472415,135,ALL,Failed
FAQ06877_01,PV45882,24.33227314,435,ALL,Passed
FAQ06877_01,PV45883,21.286030615,751,ALL,Passed
FAQ06877_01,PV45884,15.483322895,516,ALL,Passed
FAQ06877_01,PV45885,16.128226445,509,ALL,Passed
FAQ06877_01,PV45886,19.072264515,466,ALL,Passed
FAQ06877_01,PV45887,15.058006679999998,969,ALL,Passed
FAQ06877_01,PV45892,16.350893255,374,ALL,Passed
FAQ06877_01,PV45899,NA,477,ALL,Passed
FAQ06877_01,PV45901,NA,949,ALL,Passed
FAQ06877_01,PV45902,NA,1128,ALL,Passed
FAQ06877_01,PV45906,17.31932795,1042,ALL,Passed
FAQ06877_01,PV45907,22.197365925,821,ALL,Passed
FAQ06877_01,PV45908,18.300921549999998,940,ALL,Passed
FAQ06877_01,PV45911,21.02033196,206,ALL,Failed
FAQ06877_01,PV45912,NA,189,ALL,Failed
FAQ06877_01,PV45914,23.67090621,161,ALL,Failed
FAQ06877_01,PV45915,17.317541495,570,ALL,Passed
FAQ06877_01,PV45916,22.229370315,429,ALL,Passed
FAQ06877_01,PV45917,24.924588,895,ALL,Passed
FAQ06877_01,PV45918,25.553996505,334,ALL,Passed
FAQ06877_01,PV45919,NA,618,ALL,Passed
FAQ06877_01,PV45920,NA,737,ALL,Passed
FAR85402_01,PV45921,NA,3220,ALL,Passed
FAR85402_01,PV45922,19.045953745,13102,ALL,Passed
FAR85402_01,PV45923,37.362734935,394,ALL,Passed
FAR85402_01,PV45924,28.855949109999997,1026,ALL,Passed
FAR85402_01,PV45925,20.220211995,11374,ALL,Passed
FAR85402_01,PV45926,31.360734424999997,1411,ALL,Passed
FAR85402_01,PV45927,15.05773734,13910,ALL,Passed
FAR85402_01,PV45928,18.147767254999998,3701,ALL,Passed
FAQ06877_01,PV45929,28.56060396,865,ALL,Passed
FAR85402_01,PV45930,28.114795110000003,514,ALL,Passed
FAR85402_01,PV45931,19.084580719999998,10022,ALL,Passed
FAR85402_01,PV45932,32.435457955000004,534,ALL,Passed
FAR85402_01,PV45933,30.313872275,602,ALL,Passed
FAR85402_01,PV45934,NA,2682,ALL,Passed
FAQ06877_01,PV45935,35.515,356,ALL,Passed
FAQ06877_01,PV45936,NA,1445,ALL,Passed
FAR85402_01,PV45937,18.75151207,6366,BM,Passed
FAR85402_01,PV45938,20.021177655,16138,BM,Passed
FAR85402_01,PV45939,17.279743925,14378,BM,Passed
FAR85402_01,PV45940,24.769631125,12830,BM,Passed
FAR85402_01,PV45941,22.593583265,11659,BM,Passed
FAR85402_01,PV45942,22.57493468,11587,BM,Passed
FAR85402_01,PV45943,27.405192675000002,3639,BM,Passed
FAQ06877_01,PV45944,15.135064015000001,950,BM,Passed
FAQ06877_01,PV45945,22.593429614999998,549,ALL,Passed
FAQ06877_01,PV45946,22.073883594999998,495,ALL,Passed
FAQ06877_01,PV45947,18.86785681,468,ALL,Passed
FAQ06877_01,PV45948,22.256098925,399,ALL,Passed
FAQ06877_01,PV45949,18.566381065,521,ALL,Passed
FAQ06877_01,PV45950,24.227659875,817,ALL,Passed
FAQ06877_01,PV45951,17.2993846,717,ALL,Passed
FAQ06877_01,PV45956,NA,492,ALL,Passed
FAQ06877_01,PV45961,NA,267,ALL,Passed
FAQ06877_01,PV45963,NA,619,ALL,Passed
FAQ06877_01,PV45966,NA,197,ALL,Failed
FAQ06877_01,PV45967,NA,160,ALL,Failed
FAQ20834,PV46233,17.215067445000003,440,ALL,Passed
FAQ20834,PV46234,18.263217179999998,301,ALL,Passed
FAQ20834,PV46238,23.95540064,130,ALL,Failed
FAQ20834,PV46239,21.565246254999998,204,ALL,Failed
FAQ20834,PV46245,33.878398895000004,606,ALL,Passed
FAQ20834,PV46248,24.150914975,154,ALL,Failed
FAQ20834,PV46256,18.79583863,306,ALL,Passed
FAQ20834,PV46257,21.23177575,179,ALL,Failed
FAQ20834,PV46261,16.88800359,1068,ALL,Passed
FAQ20834,PV46266,21.722389415000002,558,ALL,Passed
FAQ20834,PV46273,27.991804265,149,ALL,Failed
FAQ20834,PV46275,23.575277375,142,ALL,Failed
FAQ20834,PV46282,22.126215545,322,ALL,Passed
FAQ20834,PV46286,18.40716321,1083,ALL,Passed
FAQ20834,PV46289,19.879065415,663,ALL,Passed
FAQ20834,PV46293,22.509562340000002,878,ALL,Passed
FAQ20834,PV46294,20.32048496,425,ALL,Passed
FAQ20834,PV46295,23.097338215,533,ALL,Passed
FAQ20834,PV46298,19.738609824999997,341,ALL,Passed
FAQ20834,PV46299,24.545413035,183,ALL,Failed
FAQ20834,PV46300,19.481789165000002,352,ALL,Passed
FAQ20834,PV46301,20.22502455,286,ALL,Passed
FAQ20834,PV46302,19.082156785000002,414,ALL,Passed
FAQ20834,PV46303,24.543211005,192,ALL,Failed
FAQ20834,PV46306,22.2145443,305,ALL,Passed
FAQ20834,PV46307,22.427393035,334,ALL,Passed
FAQ20834,PV46309,20.480880135,226,ALL,Failed
FAQ20834,PV46310,18.233550295,145,ALL,Failed
FAQ20834,PV46311,23.267386600000002,167,ALL,Failed
FAQ20834,PV46313,23.57360678,145,ALL,Failed
FAQ20834,PV46317,20.840118795000002,439,ALL,Passed
FAQ20834,PV46321,17.372185039999998,209,ALL,Failed
FAQ20834,PV46324,17.8096676,331,ALL,Passed
FAQ20834,PV46422,18.782182375,547,ALL,Passed
FAQ20834,PV46424,16.39992689,327,ALL,Passed
FAQ20834,PV46426,19.08069387,499,ALL,Passed
FAQ20834,PV46428,18.582959395,271,ALL,Passed
FAQ20834,PV46439,22.511639115,438,ALL,Passed
FAQ20834,PV46443,18.456458060000003,602,ALL,Passed
FAQ20834,PV46456,24.445471685,185,ALL,Failed
FAQ20834,PV46457,16.31090613,759,ALL,Passed
FAQ20834,PV46459,21.94783802,404,ALL,Passed
FAQ20834,PV46460,20.45512891,473,ALL,Passed
FAQ20834,PV46461,22.627154230000002,194,ALL,Failed
FAQ20834,PV46465,14.082856360000001,1506,ALL,Passed
FAQ20834,PV46466,22.295198720000002,299,ALL,Passed
FAQ20834,PV46469,20.5791347,320,ALL,Passed
FAQ20834,PV46481,21.135063215000002,335,ALL,Passed
FAQ20834,PV46489,16.816440115,620,ALL,Passed
FAQ20834,PV46492,16.19490668,1354,ALL,Passed
FAQ20834,PV46496,14.34191327,687,ALL,Passed
FAQ20834,PV46498,18.465187205,402,ALL,Passed
FAQ20834,PV46502,18.86851928,347,ALL,Passed
FAQ20834,PV46505,24.012639635,168,ALL,Failed
FAR82277_01,PV47482,NA,655,BM,Passed
FAR82277_01,PV47485,NA,2015,ALL,Passed
FAR82277_01,PV47487,NA,47757,ALL,Passed
FAR82277_01,PV47488,NA,84465,ALL,Passed
FAR82277_01,PV47489,NA,23239,BM,Passed
FAR82277_01,PV47492,NA,486,ALL,Passed
FAR82277_01,PV47493,NA,24813,ALL,Passed
FAR82277_01,PV47494,NA,6982,ALL,Passed
FAR82277_01,PV47496,NA,10798,ALL,Passed
FAR82277_01,PV47498,NA,267,BM,Passed
FAR82641_01,PV47601,NA,481,ALL,Passed
FAR82641_01,PV47605,NA,23113,BM,Passed
FAR95173_01,PV47606,NA,45971,BM,Passed
FAP96758_01,PV47823,NA,701,ALL,Passed
FAP96758_01,PV47825,NA,331,ALL,Passed
FAP96758_01,PV47827,19.36295912,307,ALL,Passed
FAP96758_01,PV47828,21.317944425,355,ALL,Passed
FAP96758_01,PV47829,23.365033985,130,ALL,Failed
FAP96758_01,PV47832,NA,283,ALL,Passed
FAP96758_01,PV47833,23.872275505,737,ALL,Passed
FAP96758_01,PV47835,NA,546,ALL,Passed
FAP96758_01,PV47838,NA,276,ALL,Failed
FAP96758_01,PV47840,NA,396,ALL,Passed
FAP96758_01,PV47841,NA,518,ALL,Passed
FAP96758_01,PV47842,NA,648,ALL,Passed
FAP96758_01,PV47843,NA,385,ALL,Passed
FAP96758_01,PV47849,NA,821,ALL,Passed
FAP96758_01,PV47850,19.90923763,362,ALL,Passed
FAP96758_01,PV47852,21.8524019,386,ALL,Passed
FAP96758_01,PV47853,NA,298,ALL,Passed
FAP96758_01,PV47857,27.368822835000003,446,ALL,Passed
FAP96758_01,PV47858,NA,637,ALL,Passed
FAP96758_01,PV47859,NA,454,ALL,Passed
FAP96758_01,PV47860,NA,488,ALL,Passed
FAP96758_01,PV47863,NA,132,ALL,Failed
FAP96758_01,PV47864,NA,314,ALL,Passed
FAP96758_01,PV47866,NA,709,ALL,Passed
FAP96758_01,PV47868,14.465037605,735,ALL,Passed
FAP96758_01,PV47870,22.35623818,650,ALL,Passed
FAP96758_01,PV47871,NA,1794,ALL,Passed
FAP96758_01,PV47873,19.63112742,859,ALL,Passed
FAP96758_01,PV47875,24.06469981,476,ALL,Passed
FAP96758_01,PV47876,NA,703,BM,Passed
FAP96758_01,PV47878,NA,686,ALL,Passed
FAP96758_01,PV47880,18.846322020000002,808,ALL,Passed
FAP96758_01,PV47882,NA,705,ALL,Passed
FAP96758_01,PV47883,NA,1052,ALL,Passed
FAP96758_01,PV47885,25.193482515,459,ALL,Passed
FAP96758_01,PV47886,18.62961926,524,ALL,Passed
FAP96758_01,PV47887,21.14324593,716,ALL,Passed
FAP96758_01,PV47888,NA,444,ALL,Passed
FAP96758_01,PV47889,NA,366,ALL,Passed
FAP96758_01,PV47891,NA,478,ALL,Passed
FAP96758_01,PV47893,NA,601,ALL,Passed
FAP96758_01,PV47894,NA,437,ALL,Passed
FAP96758_01,PV47901,18.933881364999998,494,ALL,Passed
FAP96758_01,PV47903,NA,1117,ALL,Passed
FAP96758_01,PV47906,NA,848,ALL,Passed
FAP96758_01,PV47908,NA,177,ALL,Failed
FAP96758_01,PV47909,NA,688,ALL,Passed
FAP96758_01,PV47910,NA,379,ALL,Passed
FAP96758_01,PV47912,22.70015669,1864,ALL,Passed
FAP96758_01,PV47914,NA,1128,ALL,Passed
FAP96758_01,PV47917,NA,894,ALL,Passed
FAP89643_01,PV48111,NA,254,ALL,Passed
FAP89643_01,PV48114,35.783082335,354,ALL,Passed
FAP89643_01,PV48116,NA,226,ALL,Failed
FAP89643_01,PV48117,NA,211,ALL,Failed
FAP89643_01,PV48122,NA,282,ALL,Passed
FAP89643_01,PV48124,NA,248,ALL,Passed
FAP89643_01,PV48125,39.1056916,146,ALL,Failed
FAP89643_01,PV48133,NA,300,ALL,Passed
FAP89643_01,PV48134,36.725827285,232,ALL,Failed
FAP89643_01,PV48136,NA,247,ALL,Passed
FAP89643_01,PV48138,39.091318795,480,ALL,Passed
FAP89643_01,PV48139,27.766148010000002,305,ALL,Passed
FAP89643_01,PV48140,NA,332,ALL,Passed
FAP89643_01,PV48141,NA,259,ALL,Passed
FAP89643_01,PV48143,36.68891716500001,366,ALL,Passed
FAP89643_01,PV48146,NA,204,ALL,Failed
FAP89643_01,PV48154,18.988298565,162,ALL,Failed
FAP89643_01,PV48155,NA,166,ALL,Failed
FAP89643_01,PV48158,NA,205,ALL,Failed
FAP89643_01,PV48159,37.23837524,139,ALL,Failed
FAP89643_01,PV48161,NA,298,ALL,Passed
FAP89643_01,PV48164,NA,232,ALL,Passed
FAP89643_01,PV48165,NA,232,ALL,Failed
FAP89643_01,PV48166,NA,256,ALL,Failed
FAP89643_01,PV48167,NA,552,ALL,Passed
FAP89643_01,PV48168,NA,459,ALL,Passed
FAP89643_01,PV48169,18.05977823,489,ALL,Passed
FAP89643_01,PV48171,NA,168,ALL,Failed
FAP89643_01,PV48172,22.72873732,720,ALL,Passed
FAP89643_01,PV48175,24.2,464,ALL,Passed
FAP89643_01,PV48177,38.41,171,ALL,Failed
FAP89643_01,PV48180,NA,214,ALL,Failed
FAP89643_01,PV48183,NA,302,ALL,Passed
FAP89643_01,PV48184,NA,349,ALL,Passed
FAP89643_01,PV48185,NA,734,ALL,Passed
FAP89643_01,PV48187,NA,213,ALL,Failed
FAP89643_01,PV48189,NA,399,ALL,Passed
FAR82641_01,PV48207,NA,450,ALL,Passed
FAR82641_01,PV48261,NA,448,ALL,Passed
FAR92473_01,PV48958,NA,17334,BM,Passed
FAR92473_01,PV48959,NA,8180,ALL,Passed
FAR92473_01,PV48960,NA,5639,ALL,Passed
FAR92473_01,PV48961,NA,7473,ALL,Passed
FAR92473_01,PV48965,NA,20217,BM,Passed
FAR92473_01,PV48966,NA,7112,BM,Passed
FAR92473_01,PV48968,NA,7213,ALL,Passed
FAR92473_01,PV48969,NA,13414,ALL,Passed
FAR92473_01,PV48970,NA,6854,ALL,Passed
FAR92473_01,PV48972,NA,9673,ALL,Passed
FAR92473_01,PV48973,NA,15318,ALL,Passed
FAR92473_01,PV48974,NA,371,ALL,Passed
FAR92473_01,PV48975,NA,2641,ALL,Passed
FAR92473_01,PV48976,NA,963,ALL,Passed
FAR92473_01,PV48979,25.697672025,5931,ALL,Passed
FAR92473_01,PV48980,NA,4871,ALL,Passed
FAR92473_01,PV48981,NA,12287,ALL,Passed
FAR92473_01,PV48983,32.6208053,317,ALL,Passed
FAR92473_01,PV48986,NA,4875,ALL,Passed
FAR92473_01,PV48987,NA,2385,ALL,Passed
FAR92473_01,PV48988,NA,11074,ALL,Passed
FAR92473_01,PV48989,36.83,309,ALL,Passed
FAR92473_01,PV48990,18.807610609999998,3503,ALL,Passed
FAR92473_01,PV48996,15.758351045000001,6531,ALL,Passed
FAR92473_01,PV48998,NA,8923,BM,Passed
FAR92473_01,PV48999,NA,10078,ALL,Passed
FAR92473_01,PV49000,NA,7501,ALL,Passed
FAR92473_01,PV49003,19.788314059999998,2784,ALL,Passed
FAR92473_01,PV49004,NA,25167,ALL,Passed
FAR92473_01,PV49005,19.21074578,12631,ALL,Passed
FAR92473_01,PV49007,NA,8549,BM,Passed
FAR92473_01,PV49009,NA,10982,BM,Passed
FAR92473_01,PV49010,NA,10122,ALL,Passed
FAR92473_01,PV49011,NA,16452,ALL,Passed
FAR92473_01,PV49012,NA,1555,ALL,Passed
FAR92473_01,PV49013,NA,11123,ALL,Passed
FAR92473_01,PV49014,NA,21034,ALL,Passed
FAR92473_01,PV49015,NA,3787,ALL,Passed
FAR92473_01,PV49016,NA,1951,ALL,Passed
FAR92473_01,PV49018,NA,35950,ALL,Passed
FAR92473_01,PV49019,NA,13454,ALL,Passed
FAR92473_01,PV49020,NA,7874,ALL,Passed
FAR92473_01,PV49024,29.730384524999998,719,ALL,Passed
FAR92473_01,PV49025,16.106258349999997,4025,ALL,Passed
FAR92473_01,PV49026,17.45588793,11421,ALL,Passed
FAR92473_01,PV49027,28.947485620000002,283,ALL,Passed
FAR92473_01,PV49028,17.383007749999997,6005,ALL,Passed
FAR92473_01,PV49029,32.10030753,3523,ALL,Passed
FAR92473_01,PV49030,NA,3936,ALL,Passed
FAR92473_01,PV49031,21.61492607,714,ALL,Passed
FAR92473_01,PV49032,20.085139445,832,ALL,Passed
FAR92473_01,PV49033,21.13517435,13277,ALL,Passed
FAR92473_01,PV49034,NA,9654,ALL,Passed
FAR92473_01,PV49035,NA,29835,ALL,Passed
FAR92473_01,PV49036,NA,13520,ALL,Passed
FAR92473_01,PV49039,NA,47043,ALL,Passed
FAR92473_01,PV49040,NA,26225,ALL,Passed
FAR92473_01,PV49041,NA,5120,BM,Passed
FAR92473_01,PV49043,NA,23232,ALL,Passed
FAR92473_01,PV49044,NA,9035,ALL,Passed
FAR92473_01,PV49045,NA,452,ALL,Passed
FAR92473_01,PV49046,NA,23969,ALL,Passed
FAR92473_01,PV49047,NA,3398,BM,Passed
FAR92473_01,PV49048,NA,10293,ALL,Passed
FAR92473_01,PV49049,NA,6589,ALL,Passed
FAR92473_01,PV49050,NA,17612,ALL,Passed
FAR82287_01,PV49341,29.974442795,615,ALL,Failed
FAR82287_01,PV49342,23.938696655,12825,BM,Passed
FAR82287_01,PV49344,25.877146065,19407,BM,Passed
FAR82287_01,PV49345,17.180309610000002,21490,BM,Passed
FAR82287_01,PV49346,27.35959641,19612,BM,Passed
FAR82287_01,PV49347,22.281470445,7980,BM,Passed
FAR82287_01,PV49348,32.116088614999995,234,ALL,Passed
FAR82287_01,PV49350,21.597819469999997,12945,BM,Passed
FAR82287_01,PV49352,25.06039803,6329,BM,Passed
FAR82287_01,PV49353,25.335255155,16121,BM,Passed
FAR82287_01,PV49355,20.767849075,7008,BM,Passed
FAR82287_01,PV49357,24.664528519999998,6432,ALL,Passed
FAR82287_01,PV49360,18.65888306,16987,ALL,Passed
FAR82287_01,PV49361,20.974248414999998,11695,ALL,Passed
FAR82287_01,PV49362,22.03619844,4926,ALL,Passed
FAR82287_01,PV49363,21.06712369,5289,ALL,Passed
FAR82287_01,PV49365,16.024452025,10978,ALL,Passed
FAR82287_01,PV49367,19.394694565000002,9550,ALL,Passed
FAR82287_01,PV49368,17.10313361,10303,ALL,Passed
FAR82287_01,PV49369,21.267182984999998,7505,ALL,Passed
FAR82287_01,PV49370,27.702988525000002,1402,ALL,Passed
FAR82287_01,PV49371,16.059653645,5108,ALL,Passed
FAR82287_01,PV49372,18.551215624999998,15506,ALL,Passed
FAR82287_01,PV49373,17.412424205,4566,ALL,Passed
FAR82287_01,PV49374,NA,309,ALL,Passed
FAR82287_01,PV49375,NA,14358,ALL,Passed
FAR82287_01,PV49376,24.14889904,15920,ALL,Passed
FAR82287_01,PV49377,28.91982273,2296,ALL,Passed
FAR82287_01,PV49378,17.455038725,10308,ALL,Passed
FAR82287_01,PV49380,29.27211434,1716,ALL,Passed
FAR82287_01,PV49381,16.976940205,12531,ALL,Passed
FAR82287_01,PV49382,15.00999556,15155,ALL,Passed
FAR82287_01,PV49383,24.028092705,9700,ALL,Passed
FAR82287_01,PV49384,25.67167985,8475,ALL,Passed
FAR82287_01,PV49385,19.318574204999997,5923,ALL,Passed
FAR82287_01,PV49386,22.04453508,1828,ALL,Passed
FAR82287_01,PV49388,28.312166415,8696,ALL,Passed
FAR82287_01,PV49389,24.520106990000002,749,ALL,Passed
FAR82287_01,PV49391,29.553960474999997,918,ALL,Passed
FAR82287_01,PV49392,18.534725575,4245,ALL,Passed
FAR82287_01,PV49393,28.824942489999998,1148,ALL,Passed
FAR82287_01,PV49396,19.750869965,33218,ALL,Passed
FAR82287_01,PV49399,15.164041390000001,10529,ALL,Passed
FAR82287_01,PV49402,28.35213034,174,BM,Failed
FAR82287_01,PV49403,26.9693937,126,ALL,Failed
FAR82287_01,PV49404,NA,9208,BM,Passed
FAR82287_01,PV49405,NA,2261,ALL,Passed
FAR82287_01,PV49406,NA,3343,ALL,Passed
FAR82287_01,PV49407,22.62266152,1205,ALL,Passed
FAR82287_01,PV49408,28.762614915,305,ALL,Passed
FAR82287_01,PV49410,23.081716880000002,1269,ALL,Passed
FAR82287_01,PV49411,19.134591630000003,1206,ALL,Passed
