clade_who,lineage_display.final,ASSEMBLY_PIPELINE,week,n,Frequency
Omicron,BA.1.1,WGS,2022-02-13,34,0.6296296296296297
Omicron,BA.1.1,WGS,2022-02-06,17,0.5666666666666667
Omicron,BA.1.1,WGS,2021-12-05,1,0.023809523809523808
Omicron,BA.1.1,WGS,2022-04-17,3,0.022058823529411766
Omicron,BA.1.1,WGS,2022-01-23,2,0.16666666666666666
Omicron,BA.1.1,WGS,2022-04-03,9,0.1267605633802817
Omicron,BA.1.1,WGS,2022-02-27,14,0.45161290322580644
Omicron,BA.1.1,WGS,2022-01-16,4,0.25
Omicron,BA.1.1,WGS,2022-01-02,20,0.4
Omicron,BA.1.1,WGS,2022-03-06,21,0.525
Omicron,BA.1.1,WGS,2022-03-20,18,0.3050847457627119
Omicron,BA.1.15,WGS,2022-02-27,2,0.06451612903225806
Omicron,BA.1.15,WGS,2022-02-13,1,0.018518518518518517
Omicron,BA.1.15,WGS,2022-01-16,3,0.1875
Omicron,BA.1.15,WGS,2021-12-12,8,0.07142857142857142
Omicron,BA.1.15,WGS,2022-01-23,2,0.16666666666666666
Omicron,BA.1.15,WGS,2022-04-10,1,0.0072992700729927005
Omicron,BA.1.15,WGS,2022-02-06,1,0.03333333333333333
Omicron,BA.1.15,WGS,2022-01-30,8,0.13793103448275862
Omicron,BA.1.15,WGS,2021-12-19,4,0.12903225806451613
Omicron,BA.1.15,WGS,2021-12-26,3,0.08823529411764706
Omicron,BA.1.15,WGS,2022-02-20,2,0.05714285714285714
Omicron,BA.1.15,WGS,2022-03-20,1,0.01694915254237288
Omicron,BA.1.15,WGS,2022-01-02,6,0.12
Omicron,BA.1.15,WGS,2021-12-05,2,0.047619047619047616
Omicron,BA.1.15,WGS,2022-01-09,3,0.13043478260869565
Omicron,BA.1.15,WGS,2022-03-13,1,0.02564102564102564
Omicron,BA.2,WGS,2022-06-12,11,0.09322033898305085
Omicron,BA.2,WGS,2022-05-29,24,0.192
Omicron,BA.2,WGS,2022-03-20,31,0.5254237288135594
Omicron,BA.2,WGS,2022-02-13,3,0.05555555555555555
Omicron,BA.2,WGS,2022-11-27,2,0.02127659574468085
Omicron,BA.2,WGS,2022-03-13,15,0.38461538461538464
Omicron,BA.2,WGS,2022-01-30,2,0.034482758620689655
Omicron,BA.2,WGS,2022-10-09,3,0.0379746835443038
Omicron,BA.2,WGS,2022-05-15,32,0.20382165605095542
Omicron,BA.2,WGS,2022-10-23,3,0.06521739130434782
Omicron,BA.2,WGS,2022-04-10,78,0.5693430656934306
Omicron,BA.2,WGS,2022-07-24,1,0.0072992700729927005
Omicron,BA.2,WGS,2023-01-01,1,0.011235955056179775
Omicron,BA.2,WGS,2022-05-08,62,0.33879781420765026
Omicron,BA.2,WGS,2022-07-10,1,0.008130081300813009
Omicron,BA.2,WGS,2022-09-18,2,0.029850746268656716
Omicron,BA.2,WGS,2022-04-03,50,0.704225352112676
Omicron,BA.2,WGS,2023-02-05,1,0.02564102564102564
Omicron,BA.2,WGS,2022-04-17,71,0.5220588235294118
Omicron,BA.2,WGS,2022-02-20,1,0.02857142857142857
Omicron,BA.2,WGS,2022-06-05,17,0.14049586776859505
Omicron,BA.2,WGS,2022-07-03,2,0.011627906976744186
Omicron,BA.2,WGS,2022-05-01,51,0.2982456140350877
Omicron,BA.2,WGS,2022-03-27,40,0.6349206349206349
Omicron,BA.2,WGS,2022-09-11,2,0.021505376344086023
Omicron,BA.2,WGS,2022-12-04,1,0.01694915254237288
Omicron,BA.2,WGS,2022-11-13,1,0.1111111111111111
Omicron,BA.2,WGS,2022-10-02,2,0.09523809523809523
Omicron,BA.2,WGS,2022-03-06,15,0.375
Omicron,BA.2,WGS,2022-08-14,1,0.007936507936507936
Omicron,BA.2,WGS,2022-09-04,1,0.047619047619047616
Omicron,BA.2,WGS,2022-05-22,25,0.19230769230769232
Omicron,BA.2,WGS,2023-02-26,1,0.2
Omicron,BA.2,WGS,2022-08-21,3,0.022058823529411766
Omicron,BA.2,WGS,2022-10-16,10,0.10869565217391304
Omicron,BA.2,WGS,2022-06-19,17,0.09239130434782608
Omicron,BA.2,WGS,2022-08-28,1,0.014084507042253521
Omicron,BA.2,WGS,2022-01-23,1,0.08333333333333333
Omicron,BA.2,WGS,2022-06-26,4,0.06896551724137931
Omicron,BA.2,WGS,2022-04-24,80,0.45977011494252873
Omicron,BA.2,WGS,2022-02-27,8,0.25806451612903225
Omicron,BA.2.12.1,WGS,2022-05-01,99,0.5789473684210527
Omicron,BA.2.12.1,WGS,2022-05-15,108,0.6878980891719745
Omicron,BA.2.12.1,WGS,2022-06-12,67,0.5677966101694916
Omicron,BA.2.12.1,WGS,2022-03-20,3,0.05084745762711865
Omicron,BA.2.12.1,WGS,2022-08-14,2,0.015873015873015872
Omicron,BA.2.12.1,WGS,2022-04-17,30,0.22058823529411764
Omicron,BA.2.12.1,WGS,2022-05-22,89,0.6846153846153846
Omicron,BA.2.12.1,WGS,2022-08-21,3,0.022058823529411766
Omicron,BA.2.12.1,WGS,2022-06-05,74,0.6115702479338843
Omicron,BA.2.12.1,WGS,2022-05-08,89,0.48633879781420764
Omicron,BA.2.12.1,WGS,2022-07-03,20,0.11627906976744186
Omicron,BA.2.12.1,WGS,2022-09-18,1,0.014925373134328358
Omicron,BA.2.12.1,WGS,2022-07-17,1,0.02
Omicron,BA.2.12.1,WGS,2022-06-19,67,0.3641304347826087
Omicron,BA.2.12.1,WGS,2022-05-29,80,0.64
Omicron,BA.2.12.1,WGS,2022-04-03,8,0.11267605633802817
Omicron,BA.2.12.1,WGS,2022-04-24,71,0.40804597701149425
Omicron,BA.2.12.1,WGS,2022-03-27,7,0.1111111111111111
Omicron,BA.2.12.1,WGS,2022-07-10,12,0.0975609756097561
Omicron,BA.2.12.1,WGS,2022-04-10,41,0.29927007299270075
Omicron,BA.2.12.1,WGS,2022-07-31,5,0.03355704697986577
Omicron,BA.2.12.1,WGS,2022-03-06,1,0.025
Omicron,BA.2.12.1,WGS,2022-06-26,15,0.25862068965517243
Omicron,BA.2.12.1,WGS,2022-07-24,3,0.021897810218978103
Omicron,BA.2.9,WGS,2022-03-13,4,0.10256410256410256
Omicron,BA.2.9,WGS,2022-05-22,2,0.015384615384615385
Omicron,BA.2.9,WGS,2022-05-08,25,0.1366120218579235
Omicron,BA.2.9,WGS,2022-05-29,5,0.04
Omicron,BA.2.9,WGS,2022-05-01,16,0.0935672514619883
Omicron,BA.2.9,WGS,2022-02-27,2,0.06451612903225806
Omicron,BA.2.9,WGS,2022-04-10,14,0.10218978102189781
Omicron,BA.2.9,WGS,2022-04-17,25,0.18382352941176472
Omicron,BA.2.9,WGS,2022-04-03,4,0.056338028169014086
Omicron,BA.2.9,WGS,2022-05-15,12,0.07643312101910828
Omicron,BA.2.9,WGS,2022-02-13,1,0.018518518518518517
Omicron,BA.2.9,WGS,2022-06-19,5,0.02717391304347826
Omicron,BA.2.9,WGS,2022-06-12,2,0.01694915254237288
Omicron,BA.2.9,WGS,2022-03-27,4,0.06349206349206349
Omicron,BA.2.9,WGS,2022-06-05,5,0.04132231404958678
Omicron,BA.2.9,WGS,2022-03-20,2,0.03389830508474576
Omicron,BA.2.9,WGS,2022-04-24,16,0.09195402298850575
Omicron,BA.2.9,WGS,2022-07-10,1,0.008130081300813009
Omicron,BA.4,WGS,2022-07-17,3,0.06
Omicron,BA.4,WGS,2022-11-20,1,0.029411764705882353
Omicron,BA.4,WGS,2022-05-08,1,0.00546448087431694
Omicron,BA.4,WGS,2022-05-01,1,0.005847953216374269
Omicron,BA.4,WGS,2022-09-11,4,0.043010752688172046
Omicron,BA.4,WGS,2022-06-19,11,0.059782608695652176
Omicron,BA.4,WGS,2022-07-24,5,0.0364963503649635
Omicron,BA.4,WGS,2022-05-29,3,0.024
Omicron,BA.4,WGS,2022-07-10,14,0.11382113821138211
Omicron,BA.4,WGS,2022-08-14,3,0.023809523809523808
Omicron,BA.4,WGS,2022-07-03,17,0.09883720930232558
Omicron,BA.4,WGS,2022-06-12,6,0.05084745762711865
Omicron,BA.4,WGS,2022-05-15,1,0.006369426751592357
Omicron,BA.4,WGS,2022-04-17,1,0.007352941176470588
Omicron,BA.4,WGS,2022-04-24,1,0.005747126436781609
Omicron,BA.4,WGS,2022-06-05,8,0.06611570247933884
Omicron,BA.4,WGS,2022-05-22,4,0.03076923076923077
Omicron,BA.4,WGS,2022-11-27,1,0.010638297872340425
Omicron,BA.4,WGS,2022-07-31,6,0.040268456375838924
Omicron,BA.4,WGS,2022-06-26,6,0.10344827586206896
Omicron,BA.4,WGS,2022-08-21,2,0.014705882352941176
Omicron,BA.4.6,WGS,2022-09-04,2,0.09523809523809523
Omicron,BA.4.6,WGS,2022-08-07,1,0.1111111111111111
Omicron,BA.4.6,WGS,2022-08-21,21,0.15441176470588236
Omicron,BA.4.6,WGS,2022-07-10,7,0.056910569105691054
Omicron,BA.4.6,WGS,2022-09-11,14,0.15053763440860216
Omicron,BA.4.6,WGS,2022-10-09,7,0.08860759493670886
Omicron,BA.4.6,WGS,2022-08-14,6,0.047619047619047616
Omicron,BA.4.6,WGS,2022-07-31,10,0.06711409395973154
Omicron,BA.4.6,WGS,2022-07-03,5,0.029069767441860465
Omicron,BA.4.6,WGS,2022-11-20,1,0.029411764705882353
Omicron,BA.4.6,WGS,2022-10-16,13,0.14130434782608695
Omicron,BA.4.6,WGS,2022-11-06,1,0.25
Omicron,BA.4.6,WGS,2022-10-23,5,0.10869565217391304
Omicron,BA.4.6,WGS,2022-09-25,9,0.0967741935483871
Omicron,BA.4.6,WGS,2022-06-19,6,0.03260869565217391
Omicron,BA.4.6,WGS,2022-09-18,6,0.08955223880597014
Omicron,BA.4.6,WGS,2022-06-26,3,0.05172413793103448
Omicron,BA.4.6,WGS,2022-10-30,2,0.2857142857142857
Omicron,BA.4.6,WGS,2022-08-28,7,0.09859154929577464
Omicron,BA.4.6,WGS,2022-07-24,11,0.08029197080291971
Omicron,BA.5,WGS,2022-06-12,4,0.03389830508474576
Omicron,BA.5,WGS,2022-11-27,2,0.02127659574468085
Omicron,BA.5,WGS,2023-01-01,1,0.011235955056179775
Omicron,BA.5,WGS,2022-05-29,2,0.016
Omicron,BA.5,WGS,2022-06-26,4,0.06896551724137931
Omicron,BA.5,WGS,2022-10-09,2,0.02531645569620253
Omicron,BA.5,WGS,2022-08-21,5,0.03676470588235294
Omicron,BA.5,WGS,2022-07-17,8,0.16
Omicron,BA.5,WGS,2022-08-07,1,0.1111111111111111
Omicron,BA.5,WGS,2022-08-28,11,0.15492957746478872
Omicron,BA.5,WGS,2022-09-11,4,0.043010752688172046
Omicron,BA.5,WGS,2022-08-14,8,0.06349206349206349
Omicron,BA.5,WGS,2022-07-24,18,0.13138686131386862
Omicron,BA.5,WGS,2022-06-05,1,0.008264462809917356
Omicron,BA.5,WGS,2022-06-19,13,0.07065217391304347
Omicron,BA.5,WGS,2022-07-10,10,0.08130081300813008
Omicron,BA.5,WGS,2022-09-25,7,0.07526881720430108
Omicron,BA.5,WGS,2022-05-22,3,0.023076923076923078
Omicron,BA.5,WGS,2022-09-18,3,0.04477611940298507
Omicron,BA.5,WGS,2022-12-04,1,0.01694915254237288
Omicron,BA.5,WGS,2022-07-03,24,0.13953488372093023
Omicron,BA.5,WGS,2022-10-16,1,0.010869565217391304
Omicron,BA.5,WGS,2022-07-31,16,0.10738255033557047
Omicron,BA.5,WGS,2022-09-04,1,0.047619047619047616
Omicron,BA.5.1,WGS,2022-06-12,7,0.059322033898305086
Omicron,BA.5.1,WGS,2022-08-14,26,0.20634920634920634
Omicron,BA.5.1,WGS,2022-09-11,15,0.16129032258064516
Omicron,BA.5.1,WGS,2022-10-16,4,0.043478260869565216
Omicron,BA.5.1,WGS,2022-07-10,24,0.1951219512195122
Omicron,BA.5.1,WGS,2022-05-22,1,0.007692307692307693
Omicron,BA.5.1,WGS,2022-07-31,19,0.12751677852348994
Omicron,BA.5.1,WGS,2022-10-09,9,0.11392405063291139
Omicron,BA.5.1,WGS,2022-10-23,3,0.06521739130434782
Omicron,BA.5.1,WGS,2022-06-19,18,0.09782608695652174
Omicron,BA.5.1,WGS,2022-05-15,1,0.006369426751592357
Omicron,BA.5.1,WGS,2022-08-07,2,0.2222222222222222
Omicron,BA.5.1,WGS,2022-10-02,5,0.23809523809523808
Omicron,BA.5.1,WGS,2022-07-24,19,0.1386861313868613
Omicron,BA.5.1,WGS,2022-06-05,2,0.01652892561983471
Omicron,BA.5.1,WGS,2022-09-25,13,0.13978494623655913
Omicron,BA.5.1,WGS,2022-09-18,7,0.1044776119402985
Omicron,BA.5.1,WGS,2022-05-29,2,0.016
Omicron,BA.5.1,WGS,2022-08-28,5,0.07042253521126761
Omicron,BA.5.1,WGS,2022-07-17,12,0.24
Omicron,BA.5.1,WGS,2022-09-04,4,0.19047619047619047
Omicron,BA.5.1,WGS,2022-07-03,25,0.14534883720930233
Omicron,BA.5.1,WGS,2022-08-21,31,0.22794117647058823
Omicron,BA.5.1,WGS,2022-11-13,2,0.2222222222222222
Omicron,BA.5.1,WGS,2022-06-26,3,0.05172413793103448
Omicron,BA.5.2,WGS,2022-10-23,5,0.10869565217391304
Omicron,BA.5.2,WGS,2022-10-02,5,0.23809523809523808
Omicron,BA.5.2,WGS,2022-07-17,9,0.18
Omicron,BA.5.2,WGS,2023-04-16,1,0.07142857142857142
Omicron,BA.5.2,WGS,2022-06-19,7,0.03804347826086957
Omicron,BA.5.2,WGS,2022-08-07,1,0.1111111111111111
Omicron,BA.5.2,WGS,2022-08-28,12,0.16901408450704225
Omicron,BA.5.2,WGS,2022-10-30,1,0.14285714285714285
Omicron,BA.5.2,WGS,2022-09-18,20,0.29850746268656714
Omicron,BA.5.2,WGS,2022-10-09,12,0.1518987341772152
Omicron,BA.5.2,WGS,2023-01-01,2,0.02247191011235955
Omicron,BA.5.2,WGS,2022-09-25,16,0.17204301075268819
Omicron,BA.5.2,WGS,2023-01-29,1,0.02857142857142857
Omicron,BA.5.2,WGS,2022-06-12,4,0.03389830508474576
Omicron,BA.5.2,WGS,2022-07-10,15,0.12195121951219512
Omicron,BA.5.2,WGS,2022-11-20,1,0.029411764705882353
Omicron,BA.5.2,WGS,2022-07-24,17,0.12408759124087591
Omicron,BA.5.2,WGS,2023-02-05,1,0.02564102564102564
Omicron,BA.5.2,WGS,2022-10-16,10,0.10869565217391304
Omicron,BA.5.2,WGS,2022-12-04,5,0.0847457627118644
Omicron,BA.5.2,WGS,2022-07-31,18,0.12080536912751678
Omicron,BA.5.2,WGS,2023-11-05,1,0.05555555555555555
Omicron,BA.5.2,WGS,2022-09-04,4,0.19047619047619047
Omicron,BA.5.2,WGS,2022-08-21,19,0.13970588235294118
Omicron,BA.5.2,WGS,2022-08-14,22,0.1746031746031746
Omicron,BA.5.2,WGS,2022-06-26,7,0.1206896551724138
Omicron,BA.5.2,WGS,2022-09-11,18,0.1935483870967742
Omicron,BA.5.2,WGS,2022-12-25,2,0.022727272727272728
Omicron,BA.5.2,WGS,2022-07-03,15,0.0872093023255814
Omicron,BA.5.2.1,WGS,2022-09-11,31,0.3333333333333333
Omicron,BA.5.2.1,WGS,2022-08-07,3,0.3333333333333333
Omicron,BA.5.2.1,WGS,2022-10-02,4,0.19047619047619047
Omicron,BA.5.2.1,WGS,2022-10-16,18,0.1956521739130435
Omicron,BA.5.2.1,WGS,2022-10-09,21,0.26582278481012656
Omicron,BA.5.2.1,WGS,2022-09-18,17,0.2537313432835821
Omicron,BA.5.2.1,WGS,2022-06-12,15,0.1271186440677966
Omicron,BA.5.2.1,WGS,2022-07-17,15,0.3
Omicron,BA.5.2.1,WGS,2022-12-04,1,0.01694915254237288
Omicron,BA.5.2.1,WGS,2022-05-29,6,0.048
Omicron,BA.5.2.1,WGS,2022-10-30,3,0.42857142857142855
Omicron,BA.5.2.1,WGS,2022-06-05,12,0.09917355371900827
Omicron,BA.5.2.1,WGS,2022-06-19,31,0.16847826086956522
Omicron,BA.5.2.1,WGS,2022-07-10,26,0.21138211382113822
Omicron,BA.5.2.1,WGS,2022-11-13,1,0.1111111111111111
Omicron,BA.5.2.1,WGS,2022-05-22,1,0.007692307692307693
Omicron,BA.5.2.1,WGS,2022-09-25,33,0.3548387096774194
Omicron,BA.5.2.1,WGS,2022-05-15,1,0.006369426751592357
Omicron,BA.5.2.1,WGS,2022-08-28,33,0.4647887323943662
Omicron,BA.5.2.1,WGS,2022-06-26,13,0.22413793103448276
Omicron,BA.5.2.1,WGS,2022-10-23,9,0.1956521739130435
Omicron,BA.5.2.1,WGS,2022-07-03,48,0.27906976744186046
Omicron,BA.5.2.1,WGS,2022-08-14,52,0.4126984126984127
Omicron,BA.5.2.1,WGS,2022-07-31,59,0.3959731543624161
Omicron,BA.5.2.1,WGS,2022-07-24,54,0.39416058394160586
Omicron,BA.5.2.1,WGS,2022-04-24,1,0.005747126436781609
Omicron,BA.5.2.1,WGS,2022-11-06,1,0.25
Omicron,BA.5.2.1,WGS,2022-08-21,40,0.29411764705882354
Omicron,BA.5.2.1,WGS,2022-09-04,8,0.38095238095238093
Omicron,BA.5.2.1,WGS,2022-11-27,3,0.031914893617021274
Omicron,BA.5.3.1,WGS,2022-06-05,2,0.01652892561983471
Omicron,BA.5.3.1,WGS,2022-05-15,1,0.006369426751592357
Omicron,BA.5.3.1,WGS,2022-06-12,1,0.00847457627118644
Omicron,BA.5.3.1,WGS,2022-06-19,8,0.043478260869565216
Omicron,BA.5.3.1,WGS,2022-08-07,1,0.1111111111111111
Omicron,BA.5.3.1,WGS,2022-09-18,2,0.029850746268656716
Omicron,BA.5.3.1,WGS,2022-09-11,4,0.043010752688172046
Omicron,BA.5.3.1,WGS,2023-01-15,1,0.5
Omicron,BA.5.3.1,WGS,2022-10-09,1,0.012658227848101266
Omicron,BA.5.3.1,WGS,2022-07-24,8,0.058394160583941604
Omicron,BA.5.3.1,WGS,2022-10-23,2,0.043478260869565216
Omicron,BA.5.3.1,WGS,2022-12-04,4,0.06779661016949153
Omicron,BA.5.3.1,WGS,2022-11-20,4,0.11764705882352941
Omicron,BA.5.3.1,WGS,2022-08-14,5,0.03968253968253968
Omicron,BA.5.3.1,WGS,2022-11-27,2,0.02127659574468085
Omicron,BA.5.3.1,WGS,2022-07-17,2,0.04
Omicron,BA.5.3.1,WGS,2022-09-04,1,0.047619047619047616
Omicron,BA.5.3.1,WGS,2023-01-29,1,0.02857142857142857
Omicron,BA.5.3.1,WGS,2022-10-16,5,0.05434782608695652
Omicron,BA.5.3.1,WGS,2022-06-26,2,0.034482758620689655
Omicron,BA.5.3.1,WGS,2022-07-03,16,0.09302325581395349
Omicron,BA.5.3.1,WGS,2022-07-31,14,0.09395973154362416
Omicron,BA.5.3.1,WGS,2022-08-21,12,0.08823529411764706
Omicron,BA.5.3.1,WGS,2022-07-10,9,0.07317073170731707
Omicron,BA.5.3.1,WGS,2022-09-25,3,0.03225806451612903
Omicron,BQ.1,WGS,2023-01-01,6,0.06741573033707865
Omicron,BQ.1,WGS,2023-02-05,1,0.02564102564102564
Omicron,BQ.1,WGS,2022-11-20,9,0.2647058823529412
Omicron,BQ.1,WGS,2022-10-16,17,0.18478260869565216
Omicron,BQ.1,WGS,2022-12-18,2,0.6666666666666666
Omicron,BQ.1,WGS,2022-09-18,6,0.08955223880597014
Omicron,BQ.1,WGS,2022-11-27,25,0.26595744680851063
Omicron,BQ.1,WGS,2022-10-30,1,0.14285714285714285
Omicron,BQ.1,WGS,2022-10-09,11,0.13924050632911392
Omicron,BQ.1,WGS,2022-12-04,13,0.22033898305084745
Omicron,BQ.1,WGS,2022-10-02,3,0.14285714285714285
Omicron,BQ.1,WGS,2022-11-13,1,0.1111111111111111
Omicron,BQ.1,WGS,2022-10-23,12,0.2608695652173913
Omicron,BQ.1,WGS,2022-11-06,2,0.5
Omicron,BQ.1,WGS,2022-12-25,7,0.07954545454545454
Omicron,BQ.1,WGS,2022-09-25,7,0.07526881720430108
Omicron,BQ.1.1,WGS,2022-11-20,10,0.29411764705882354
Omicron,BQ.1.1,WGS,2023-01-01,10,0.11235955056179775
Omicron,BQ.1.1,WGS,2022-12-04,19,0.3220338983050847
Omicron,BQ.1.1,WGS,2022-10-09,10,0.12658227848101267
Omicron,BQ.1.1,WGS,2022-09-25,4,0.043010752688172046
Omicron,BQ.1.1,WGS,2023-02-05,2,0.05128205128205128
Omicron,BQ.1.1,WGS,2022-10-16,10,0.10869565217391304
Omicron,BQ.1.1,WGS,2022-12-11,1,0.125
Omicron,BQ.1.1,WGS,2022-12-25,12,0.13636363636363635
Omicron,BQ.1.1,WGS,2022-10-23,4,0.08695652173913043
Omicron,BQ.1.1,WGS,2023-01-29,3,0.08571428571428572
Omicron,BQ.1.1,WGS,2022-11-27,28,0.2978723404255319
Omicron,BQ.1.1,WGS,2022-10-02,1,0.047619047619047616
Omicron,DN.2,WGS,2023-01-01,1,0.011235955056179775
Omicron,DN.2,WGS,2022-12-25,1,0.011363636363636364
Omicron,DN.2,WGS,2022-11-20,1,0.029411764705882353
Omicron,DR.2,WGS,2022-12-04,1,0.01694915254237288
Omicron,DV.7.1.4,WGS,2023-09-10,1,0.5
Omicron,DV.7.1.5,WGS,2023-08-13,2,0.047619047619047616
Omicron,EE.5,WGS,2022-11-27,3,0.031914893617021274
Omicron,EE.5,WGS,2022-10-16,1,0.010869565217391304
Omicron,EF.1.2,WGS,2023-01-29,1,0.02857142857142857
Omicron,EG.5.1,WGS,2023-12-31,1,0.25
Omicron,EG.5.1,WGS,2023-08-27,1,1
Omicron,EG.5.1,WGS,2023-06-11,1,0.25
Omicron,EG.5.1,WGS,2023-09-03,1,1
Omicron,EG.5.1,WGS,2023-11-05,5,0.2777777777777778
Omicron,EG.5.1,WGS,2023-12-24,1,1
Omicron,EG.5.1,WGS,2023-12-03,14,0.6363636363636364
Omicron,EG.5.1,WGS,2023-08-06,9,0.17307692307692307
Omicron,EG.5.1,WGS,2023-04-23,1,0.05555555555555555
Omicron,EG.5.1,WGS,2023-11-12,12,0.4
Omicron,EG.5.1,WGS,2023-10-29,1,0.5
Omicron,EG.5.1,WGS,2023-08-13,8,0.19047619047619047
Omicron,EG.5.1,WGS,2023-07-02,1,1
Omicron,EG.5.1,WGS,2023-11-26,4,0.3076923076923077
Omicron,EG.5.1,WGS,2023-06-18,1,0.16666666666666666
Omicron,EZ.1,WGS,2023-02-26,1,0.2
Omicron,FK.1.1,WGS,2023-06-11,1,0.25
Omicron,FK.1.3.2,WGS,2023-05-07,1,0.25
Omicron,JN.1,WGS,2024-01-07,1,1
Omicron,JN.1,WGS,2023-10-08,1,1
Omicron,JN.1,WGS,2023-12-03,6,0.2727272727272727
Omicron,JN.1,WGS,2023-11-12,7,0.23333333333333334
Omicron,JN.1,WGS,2023-10-22,1,1
Omicron,JN.1,WGS,2023-11-05,1,0.05555555555555555
Omicron,JN.1,WGS,2023-11-26,6,0.46153846153846156
Omicron,JN.1,WGS,2023-12-31,2,0.5
Omicron,XBB,WGS,2023-01-01,4,0.0449438202247191
Omicron,XBB,WGS,2023-04-30,2,0.06060606060606061
Omicron,XBB,WGS,2023-04-16,1,0.07142857142857142
Omicron,XBB,WGS,2023-11-05,4,0.2222222222222222
Omicron,XBB,WGS,2023-08-06,8,0.15384615384615385
Omicron,XBB,WGS,2022-10-16,1,0.010869565217391304
Omicron,XBB,WGS,2023-06-04,5,0.5555555555555556
Omicron,XBB,WGS,2022-11-20,6,0.17647058823529413
Omicron,XBB,WGS,2023-02-05,1,0.02564102564102564
Omicron,XBB,WGS,2023-03-19,1,0.2
Omicron,XBB,WGS,2022-10-09,2,0.02531645569620253
Omicron,XBB,WGS,2023-08-13,4,0.09523809523809523
Omicron,XBB,WGS,2022-10-23,3,0.06521739130434782
Omicron,XBB,WGS,2023-04-09,1,0.3333333333333333
Omicron,XBB,WGS,2022-09-25,1,0.010752688172043012
Omicron,XBB,WGS,2022-11-27,8,0.0851063829787234
Omicron,XBB,WGS,2023-05-28,3,0.375
Omicron,XBB,WGS,2023-11-12,1,0.03333333333333333
Omicron,XBB,WGS,2023-06-18,1,0.16666666666666666
Omicron,XBB,WGS,2022-12-04,7,0.11864406779661017
Omicron,XBB,WGS,2022-11-13,2,0.2222222222222222
Omicron,XBB,WGS,2022-12-11,3,0.375
Omicron,XBB,WGS,2022-12-25,3,0.03409090909090909
Omicron,XBB,WGS,2023-03-26,2,0.18181818181818182
Omicron,XBB,WGS,2022-10-02,1,0.047619047619047616
Omicron,XBB,WGS,2023-04-02,1,0.25
Omicron,XBB,WGS,2022-09-18,1,0.014925373134328358
Omicron,XBB,WGS,2023-07-30,4,0.2222222222222222
Omicron,XBB.1.16,WGS,2023-08-06,9,0.17307692307692307
Omicron,XBB.1.16,WGS,2023-11-12,3,0.1
Omicron,XBB.1.16,WGS,2023-05-21,1,0.1111111111111111
Omicron,XBB.1.16,WGS,2023-07-30,2,0.1111111111111111
Omicron,XBB.1.16,WGS,2023-11-26,2,0.15384615384615385
Omicron,XBB.1.16,WGS,2023-06-18,1,0.16666666666666666
Omicron,XBB.1.16,WGS,2023-04-30,4,0.12121212121212122
Omicron,XBB.1.16,WGS,2023-05-07,1,0.25
Omicron,XBB.1.16,WGS,2023-09-10,1,0.5
Omicron,XBB.1.16,WGS,2023-03-26,2,0.18181818181818182
Omicron,XBB.1.16,WGS,2023-08-13,5,0.11904761904761904
Omicron,XBB.1.16,WGS,2023-04-23,2,0.1111111111111111
Omicron,XBB.1.5,WGS,2023-04-30,27,0.8181818181818182
Omicron,XBB.1.5,WGS,2023-03-26,6,0.5454545454545454
Omicron,XBB.1.5,WGS,2022-11-20,1,0.029411764705882353
Omicron,XBB.1.5,WGS,2023-08-06,6,0.11538461538461539
Omicron,XBB.1.5,WGS,2023-05-28,4,0.5
Omicron,XBB.1.5,WGS,2022-12-18,1,0.3333333333333333
Omicron,XBB.1.5,WGS,2023-06-04,3,0.3333333333333333
Omicron,XBB.1.5,WGS,2023-01-29,29,0.8285714285714286
Omicron,XBB.1.5,WGS,2023-10-29,1,0.5
Omicron,XBB.1.5,WGS,2023-02-19,5,1
Omicron,XBB.1.5,WGS,2023-05-14,1,1
Omicron,XBB.1.5,WGS,2023-11-26,1,0.07692307692307693
Omicron,XBB.1.5,WGS,2022-11-13,2,0.2222222222222222
Omicron,XBB.1.5,WGS,2023-06-11,2,0.5
Omicron,XBB.1.5,WGS,2023-05-21,6,0.6666666666666666
Omicron,XBB.1.5,WGS,2023-07-30,2,0.1111111111111111
Omicron,XBB.1.5,WGS,2022-12-25,62,0.7045454545454546
Omicron,XBB.1.5,WGS,2023-04-02,3,0.75
Omicron,XBB.1.5,WGS,2023-04-09,1,0.3333333333333333
Omicron,XBB.1.5,WGS,2023-08-13,11,0.2619047619047619
Omicron,XBB.1.5,WGS,2023-01-01,64,0.7191011235955056
Omicron,XBB.1.5,WGS,2023-04-16,9,0.6428571428571429
Omicron,XBB.1.5,WGS,2023-01-22,5,1
Omicron,XBB.1.5,WGS,2023-02-26,3,0.6
Omicron,XBB.1.5,WGS,2023-11-12,1,0.03333333333333333
Omicron,XBB.1.5,WGS,2023-06-18,1,0.16666666666666666
Omicron,XBB.1.5,WGS,2023-03-05,2,1
Omicron,XBB.1.5,WGS,2023-04-23,14,0.7777777777777778
Omicron,XBB.1.5,WGS,2023-03-19,4,0.8
Omicron,XBB.1.5,WGS,2022-12-11,4,0.5
Omicron,XBB.1.5,WGS,2023-01-08,20,1
Omicron,XBB.1.5,WGS,2023-01-15,1,0.5
Omicron,XBB.1.5,WGS,2023-05-07,1,0.25
Omicron,XBB.1.5,WGS,2022-11-27,19,0.20212765957446807
