clade_who,lineage_display.final,ASSEMBLY_PIPELINE,week,n,Frequency
recombinant,X,combined,2023-07-23,1,0.047619047619047616
recombinant,X,combined,2022-12-25,1,0.011235955056179775
recombinant,X,combined,2021-04-18,1,0.0078125
recombinant,X,combined,2023-03-19,1,0.07142857142857142
recombinant,X,combined,2023-09-03,1,0.015625
recombinant,X,combined,2023-08-13,1,0.011764705882352941
recombinant,X,combined,2022-10-09,1,0.012345679012345678
recombinant,X,combined,2023-02-05,1,0.018867924528301886
recombinant,X,combined,2023-06-25,1,0.08333333333333333
recombinant,X,combined,2022-09-18,1,0.014925373134328358
recombinant,X,combined,2022-05-22,1,0.007692307692307693
recombinant,X,combined,2021-06-20,1,0.05
recombinant,X,combined,2023-08-06,1,0.019230769230769232
recombinant,X,combined,2021-03-28,1,0.00411522633744856
recombinant,X,combined,2023-04-09,1,0.08333333333333333
recombinant,X,combined,2023-12-03,2,0.05555555555555555
Alpha,B.1.1.7,GISAID,2021-02-14,170,0.08999470619375331
Alpha,B.1.1.7,GISAID,2021-05-02,749,0.5404040404040404
Alpha,B.1.1.7,GISAID,2021-08-01,6,0.002697841726618705
Alpha,B.1.1.7,GISAID,2021-03-07,380,0.17823639774859287
Alpha,B.1.1.7,GISAID,2020-03-22,1,0.0022988505747126436
Alpha,B.1.1.7,GISAID,2021-08-29,2,8.250825082508251e-4
Alpha,B.1.1.7,GISAID,2021-01-17,28,0.017755231452124286
Alpha,B.1.1.7,GISAID,2021-04-11,1526,0.45134575569358176
Alpha,B.1.1.7,GISAID,2021-04-04,1275,0.405663378937321
Alpha,B.1.1.7,GISAID,2021-08-22,2,7.552870090634441e-4
Alpha,B.1.1.7,GISAID,2021-01-03,26,0.01354872329338197
Alpha,B.1.1.7,GISAID,2021-08-08,5,0.001669449081803005
Alpha,B.1.1.7,GISAID,2021-07-25,15,0.00946372239747634
Alpha,B.1.1.7,GISAID,2021-01-10,15,0.010760401721664276
Alpha,B.1.1.7,GISAID,2020-06-07,1,0.14285714285714285
Alpha,B.1.1.7,GISAID,2021-07-11,30,0.04285714285714286
Alpha,B.1.1.7,GISAID,2020-12-27,7,0.004827586206896552
Alpha,B.1.1.7,GISAID,2021-08-15,3,0.0011307953260459858
Alpha,B.1.1.7,GISAID,2021-05-30,168,0.5121951219512195
Alpha,B.1.1.7,GISAID,2021-04-25,905,0.5127478753541076
Alpha,B.1.1.7,GISAID,2021-05-09,587,0.554296506137866
Alpha,B.1.1.7,GISAID,2021-03-21,826,0.32316118935837246
Alpha,B.1.1.7,GISAID,2021-02-28,379,0.16435385949696443
Alpha,B.1.1.7,GISAID,2021-06-27,49,0.18352059925093633
Alpha,B.1.1.7,GISAID,2021-07-18,19,0.01833976833976834
Alpha,B.1.1.7,GISAID,2021-04-18,977,0.44960883571099863
Alpha,B.1.1.7,GISAID,2021-02-07,150,0.07211538461538461
Alpha,B.1.1.7,GISAID,2021-02-21,234,0.1387900355871886
Alpha,B.1.1.7,GISAID,2021-05-23,368,0.5626911314984709
Alpha,B.1.1.7,GISAID,2021-09-26,1,3.929273084479371e-4
Alpha,B.1.1.7,GISAID,2021-06-13,99,0.3498233215547703
Alpha,B.1.1.7,GISAID,2021-10-17,2,8.130081300813008e-4
Alpha,B.1.1.7,GISAID,2021-10-10,1,4.336513443191674e-4
Alpha,B.1.1.7,GISAID,2021-06-06,153,0.46646341463414637
Alpha,B.1.1.7,GISAID,2021-06-20,43,0.2107843137254902
Alpha,B.1.1.7,GISAID,2022-02-06,1,3.8819875776397513e-4
Alpha,B.1.1.7,GISAID,2021-01-24,37,0.02675343456254519
Alpha,B.1.1.7,GISAID,2021-03-28,1127,0.3609865470852018
Alpha,B.1.1.7,GISAID,2021-01-31,85,0.04443282801881861
Alpha,B.1.1.7,GISAID,2021-05-16,552,0.5661538461538461
Alpha,B.1.1.7,GISAID,2020-12-20,1,0.0011750881316098707
Alpha,B.1.1.7,GISAID,2021-07-04,21,0.05660377358490566
Alpha,B.1.1.7,GISAID,2021-09-05,2,8.244023083264633e-4
Alpha,B.1.1.7,GISAID,2021-03-14,529,0.2069640062597809
Ancestral,A,GISAID,2020-03-08,5,0.027777777777777776
Ancestral,A,GISAID,2021-05-02,16,0.011544011544011544
Ancestral,A,GISAID,2021-01-31,1,5.227391531625719e-4
Ancestral,A,GISAID,2020-04-19,4,0.018867924528301886
Ancestral,A,GISAID,2021-07-25,1,6.309148264984228e-4
Ancestral,A,GISAID,2021-04-11,7,0.002070393374741201
Ancestral,A,GISAID,2021-03-14,13,0.005086071987480438
Ancestral,A,GISAID,2021-07-04,2,0.005390835579514825
Ancestral,A,GISAID,2021-02-07,11,0.005288461538461539
Ancestral,A,GISAID,2020-03-15,52,0.05555555555555555
Ancestral,A,GISAID,2020-03-01,3,0.1111111111111111
Ancestral,A,GISAID,2021-08-01,1,4.496402877697842e-4
Ancestral,A,GISAID,2021-06-27,4,0.0149812734082397
Ancestral,A,GISAID,2020-04-05,5,0.012315270935960592
Ancestral,A,GISAID,2021-01-03,1,5.211047420531526e-4
Ancestral,A,GISAID,2021-02-21,7,0.004151838671411625
Ancestral,A,GISAID,2020-05-10,1,0.008928571428571428
Ancestral,A,GISAID,2020-03-22,22,0.05057471264367816
Ancestral,A,GISAID,2021-04-18,6,0.0027611596870685687
Ancestral,A,GISAID,2021-05-16,11,0.011282051282051283
Ancestral,A,GISAID,2021-08-15,1,3.769317753486619e-4
Ancestral,A,GISAID,2021-02-14,4,0.0021175224986765486
Ancestral,A,GISAID,2021-07-11,4,0.005714285714285714
Ancestral,A,GISAID,2021-03-28,7,0.002242152466367713
Ancestral,A,GISAID,2021-04-25,10,0.0056657223796034
Ancestral,A,GISAID,2021-03-07,3,0.0014071294559099437
Ancestral,A,GISAID,2020-08-23,1,0.014925373134328358
Ancestral,A,GISAID,2021-05-23,4,0.0061162079510703364
Ancestral,A,GISAID,2021-01-17,1,6.341154090044388e-4
Ancestral,A,GISAID,2020-12-27,4,0.002758620689655172
Ancestral,A,GISAID,2021-07-18,1,9.652509652509653e-4
Ancestral,A,GISAID,2020-04-12,6,0.019417475728155338
Ancestral,A,GISAID,2021-02-28,14,0.006071118820468344
Ancestral,A,GISAID,2021-05-30,3,0.009146341463414634
Ancestral,A,GISAID,2020-03-29,11,0.020370370370370372
Ancestral,A,GISAID,2021-01-10,3,0.002152080344332855
Ancestral,A,GISAID,2021-04-04,10,0.003181673560292714
Ancestral,A,GISAID,2021-08-08,1,3.33889816360601e-4
Ancestral,A,GISAID,2020-05-03,2,0.018867924528301886
Ancestral,A,GISAID,2021-06-13,3,0.01060070671378092
Ancestral,A,GISAID,2021-03-21,13,0.005086071987480438
Ancestral,A,GISAID,2021-06-06,3,0.009146341463414634
Ancestral,A,GISAID,2021-09-26,1,3.929273084479371e-4
Ancestral,A,GISAID,2021-05-09,22,0.02077431539187913
Ancestral,A,GISAID,2021-01-24,3,0.0021691973969631237
Ancestral,B,GISAID,2021-11-14,16,0.0054255679891488644
Ancestral,B,GISAID,2021-08-29,1,4.1254125412541255e-4
Ancestral,B,GISAID,2021-10-17,2,8.130081300813008e-4
Ancestral,B,GISAID,2021-11-28,2,5.947071067499256e-4
Ancestral,B,GISAID,2020-05-17,1,0.018518518518518517
Ancestral,B,GISAID,2021-07-04,1,0.0026954177897574125
Ancestral,B,GISAID,2020-03-15,54,0.057692307692307696
Ancestral,B,GISAID,2020-03-22,17,0.03908045977011494
Ancestral,B,GISAID,2020-05-31,1,0.07692307692307693
Ancestral,B,GISAID,2020-03-08,13,0.07222222222222222
Ancestral,B,GISAID,2021-11-21,10,0.003341129301703976
Ancestral,B,GISAID,2021-10-03,1,3.9261876717707107e-4
Ancestral,B,GISAID,2021-02-07,1,4.807692307692308e-4
Ancestral,B,GISAID,2021-08-01,1,4.496402877697842e-4
Ancestral,B,GISAID,2020-03-01,4,0.14814814814814814
Ancestral,B,GISAID,2021-09-19,1,3.211303789338471e-4
Ancestral,B,GISAID,2021-04-18,1,4.601932811780948e-4
Ancestral,B,GISAID,2021-12-26,6,0.0010583877227024166
Ancestral,B,GISAID,2021-10-10,1,4.336513443191674e-4
Ancestral,B,GISAID,2020-04-12,3,0.009708737864077669
Ancestral,B,GISAID,2020-03-29,10,0.018518518518518517
Ancestral,B,GISAID,2021-11-07,6,0.0021536252692031586
Ancestral,B,GISAID,2023-04-23,1,0.0028328611898017
Ancestral,B,GISAID,2021-08-08,1,3.33889816360601e-4
Ancestral,B,GISAID,2021-12-12,2,3.4940600978336826e-4
Ancestral,B,GISAID,2021-09-05,1,4.1220115416323167e-4
Ancestral,B,GISAID,2021-12-19,3,4.19639110365086e-4
Ancestral,B,GISAID,2021-10-24,1,4.046944556859571e-4
Ancestral,B,GISAID,2021-03-14,1,3.912363067292645e-4
Ancestral,B,GISAID,2020-11-29,1,0.0035587188612099642
Ancestral,B,GISAID,2021-12-05,3,6.466910972192282e-4
Ancestral,B,GISAID,2021-01-03,1,5.211047420531526e-4
Ancestral,B,GISAID,2021-09-26,1,3.929273084479371e-4
Ancestral,B,GISAID,2021-03-21,1,3.912363067292645e-4
Ancestral,B,GISAID,2020-12-20,2,0.0023501762632197414
Ancestral,B,GISAID,2020-04-05,12,0.029556650246305417
Ancestral,B,GISAID,2022-01-09,1,1.2035142616440005e-4
Ancestral,B,GISAID,2020-04-19,1,0.0047169811320754715
Ancestral,B,GISAID,2021-01-17,1,6.341154090044388e-4
Ancestral,B,GISAID,2021-06-20,1,0.004901960784313725
Ancestral,B,GISAID,2021-10-31,5,0.002077274615704196
Ancestral,B.1,GISAID,2020-06-21,19,0.8636363636363636
Ancestral,B.1,GISAID,2020-07-05,31,0.9393939393939394
Ancestral,B.1,GISAID,2021-12-19,5,6.993985172751433e-4
Ancestral,B.1,GISAID,2020-07-26,8,0.7272727272727273
Ancestral,B.1,GISAID,2021-05-30,14,0.042682926829268296
Ancestral,B.1,GISAID,2020-08-23,58,0.8656716417910447
Ancestral,B.1,GISAID,2021-12-26,3,5.291938613512083e-4
Ancestral,B.1,GISAID,2020-08-30,65,0.8441558441558441
Ancestral,B.1,GISAID,2020-09-13,53,0.7910447761194029
Ancestral,B.1,GISAID,2022-01-02,1,1.514004542013626e-4
Ancestral,B.1,GISAID,2020-09-20,44,0.55
Ancestral,B.1,GISAID,2020-09-27,36,0.5373134328358209
Ancestral,B.1,GISAID,2020-10-04,51,0.4594594594594595
Ancestral,B.1,GISAID,2021-02-14,623,0.3298041291688724
Ancestral,B.1,GISAID,2020-10-11,59,0.6082474226804123
Ancestral,B.1,GISAID,2020-10-18,82,0.2827586206896552
Ancestral,B.1,GISAID,2022-01-09,3,3.6105427849320016e-4
Ancestral,B.1,GISAID,2020-11-01,82,0.4205128205128205
Ancestral,B.1,GISAID,2020-11-08,198,0.5739130434782609
Ancestral,B.1,GISAID,2020-11-15,175,0.5043227665706052
Ancestral,B.1,GISAID,2020-11-22,181,0.5915032679738562
Ancestral,B.1,GISAID,2021-06-27,4,0.0149812734082397
Ancestral,B.1,GISAID,2020-11-29,132,0.4697508896797153
Ancestral,B.1,GISAID,2020-12-06,218,0.40671641791044777
Ancestral,B.1,GISAID,2021-05-02,101,0.072871572871572865
Ancestral,B.1,GISAID,2021-08-29,6,0.0024752475247524753
Ancestral,B.1,GISAID,2020-12-13,280,0.4416403785488959
Ancestral,B.1,GISAID,2021-07-04,10,0.026954177897574125
Ancestral,B.1,GISAID,2020-12-20,403,0.4735605170387779
Ancestral,B.1,GISAID,2021-09-05,1,4.1220115416323167e-4
Ancestral,B.1,GISAID,2020-04-05,372,0.916256157635468
Ancestral,B.1,GISAID,2020-12-27,640,0.4413793103448276
Ancestral,B.1,GISAID,2021-07-11,5,0.007142857142857143
Ancestral,B.1,GISAID,2020-04-12,275,0.889967637540453
Ancestral,B.1,GISAID,2020-04-19,185,0.8726415094339622
Ancestral,B.1,GISAID,2021-01-03,871,0.453882230328296
Ancestral,B.1,GISAID,2021-05-16,49,0.050256410256410255
Ancestral,B.1,GISAID,2021-04-11,350,0.10351966873706005
Ancestral,B.1,GISAID,2021-07-18,12,0.011583011583011582
Ancestral,B.1,GISAID,2021-01-10,618,0.4433285509325681
Ancestral,B.1,GISAID,2021-03-28,434,0.13901345291479822
Ancestral,B.1,GISAID,2021-12-12,20,0.0034940600978336828
Ancestral,B.1,GISAID,2021-01-17,670,0.424857324032974
Ancestral,B.1,GISAID,2021-11-21,4,0.0013364517206815904
Ancestral,B.1,GISAID,2021-07-25,6,0.0037854889589905363
Ancestral,B.1,GISAID,2020-07-12,13,0.7647058823529411
Ancestral,B.1,GISAID,2021-01-24,581,0.4201012292118583
Ancestral,B.1,GISAID,2021-04-04,419,0.1333121221762647
Ancestral,B.1,GISAID,2021-10-03,3,0.001177856301531213
Ancestral,B.1,GISAID,2020-08-02,10,0.5882352941176471
Ancestral,B.1,GISAID,2021-01-31,710,0.37114479874542605
Ancestral,B.1,GISAID,2021-08-01,6,0.002697841726618705
Ancestral,B.1,GISAID,2021-06-06,11,0.03353658536585366
Ancestral,B.1,GISAID,2021-02-07,704,0.3384615384615385
Ancestral,B.1,GISAID,2021-10-17,2,8.130081300813008e-4
Ancestral,B.1,GISAID,2020-03-01,20,0.7407407407407407
Ancestral,B.1,GISAID,2020-05-24,27,1
Ancestral,B.1,GISAID,2021-06-13,9,0.03180212014134275
Ancestral,B.1,GISAID,2021-10-24,2,8.093889113719142e-4
Ancestral,B.1,GISAID,2020-06-28,21,0.84
Ancestral,B.1,GISAID,2023-04-16,1,0.0025
Ancestral,B.1,GISAID,2021-02-21,470,0.27876631079478054
Ancestral,B.1,GISAID,2021-08-15,1,3.769317753486619e-4
Ancestral,B.1,GISAID,2021-11-28,13,0.003865596193874517
Ancestral,B.1,GISAID,2021-11-07,5,0.0017946877243359654
Ancestral,B.1,GISAID,2021-04-25,132,0.07478753541076487
Ancestral,B.1,GISAID,2021-02-28,608,0.26366001734605377
Ancestral,B.1,GISAID,2021-08-22,1,3.7764350453172205e-4
Ancestral,B.1,GISAID,2021-09-19,2,6.422607578676942e-4
Ancestral,B.1,GISAID,2021-03-14,747,0.29225352112676056
Ancestral,B.1,GISAID,2021-03-07,581,0.2725140712945591
Ancestral,B.1,GISAID,2020-05-31,10,0.7692307692307693
Ancestral,B.1,GISAID,2020-03-15,793,0.8472222222222222
Ancestral,B.1,GISAID,2021-05-23,28,0.04281345565749235
Ancestral,B.1,GISAID,2021-10-31,4,0.0016618196925633569
Ancestral,B.1,GISAID,2020-03-22,385,0.8850574712643678
Ancestral,B.1,GISAID,2021-09-12,1,3.862495171881035e-4
Ancestral,B.1,GISAID,2020-05-17,48,0.8888888888888888
Ancestral,B.1,GISAID,2021-05-09,68,0.06421152030217187
Ancestral,B.1,GISAID,2020-07-19,19,0.8636363636363636
Ancestral,B.1,GISAID,2020-05-10,90,0.8035714285714286
Ancestral,B.1,GISAID,2021-06-20,7,0.03431372549019608
Ancestral,B.1,GISAID,2020-09-06,93,0.8378378378378378
Ancestral,B.1,GISAID,2021-11-14,3,0.001017293997965412
Ancestral,B.1,GISAID,2021-04-18,207,0.09526000920386563
Ancestral,B.1,GISAID,2021-03-21,437,0.17097026604068857
Ancestral,B.1,GISAID,2021-12-05,20,0.004311273981461522
Ancestral,B.1,GISAID,2020-05-03,90,0.8490566037735849
Ancestral,B.1,GISAID,2021-09-26,2,7.858546168958742e-4
Ancestral,B.1,GISAID,2020-06-14,14,1
Ancestral,B.1,GISAID,2020-03-08,161,0.8944444444444445
Ancestral,B.1,GISAID,2020-10-25,111,0.42045454545454547
Ancestral,B.1,GISAID,2020-08-09,24,0.5217391304347826
Ancestral,B.1,GISAID,2020-03-29,494,0.9148148148148149
Ancestral,B.1,GISAID,2020-04-26,112,0.9032258064516129
Ancestral,B.1,GISAID,2021-08-08,3,0.001001669449081803
Ancestral,B.1,GISAID,2020-08-16,36,0.8372093023255814
Ancestral,B.1,GISAID,2020-06-07,6,0.8571428571428571
Ancestral,B.1.1,GISAID,2022-08-28,1,3.916960438699569e-4
Ancestral,B.1.1,GISAID,2022-11-06,1,4.4483985765124553e-4
Ancestral,B.1.1,GISAID,2022-07-10,5,0.0011444266422522317
Ancestral,B.1.1,GISAID,2022-06-19,5,0.0015713387806411063
Ancestral,B.1.1,GISAID,2020-10-18,46,0.15862068965517243
Ancestral,B.1.1,GISAID,2020-10-11,28,0.28865979381443296
Ancestral,B.1.1,GISAID,2021-02-07,257,0.12355769230769231
Ancestral,B.1.1,GISAID,2020-12-06,166,0.30970149253731344
Ancestral,B.1.1,GISAID,2021-03-07,144,0.0675422138836773
Ancestral,B.1.1,GISAID,2022-07-17,8,0.0020186727226848347
Ancestral,B.1.1,GISAID,2021-04-18,72,0.03313391624482283
Ancestral,B.1.1,GISAID,2020-07-12,3,0.17647058823529413
Ancestral,B.1.1,GISAID,2020-04-19,22,0.10377358490566038
Ancestral,B.1.1,GISAID,2022-05-29,2,4.910385465259023e-4
Ancestral,B.1.1,GISAID,2020-06-28,3,0.12
Ancestral,B.1.1,GISAID,2022-07-03,3,7.460830639144492e-4
Ancestral,B.1.1,GISAID,2021-05-02,37,0.026695526695526696
Ancestral,B.1.1,GISAID,2020-05-31,2,0.15384615384615385
Ancestral,B.1.1,GISAID,2022-05-01,2,3.9690414764834294e-4
Ancestral,B.1.1,GISAID,2020-06-21,3,0.13636363636363635
Ancestral,B.1.1,GISAID,2022-07-31,8,0.0022643645626945937
Ancestral,B.1.1,GISAID,2021-01-17,330,0.2092580849714648
Ancestral,B.1.1,GISAID,2020-12-20,206,0.24206815511163338
Ancestral,B.1.1,GISAID,2020-07-05,2,0.06060606060606061
Ancestral,B.1.1,GISAID,2020-04-26,12,0.0967741935483871
Ancestral,B.1.1,GISAID,2021-12-26,6,0.0010583877227024166
Ancestral,B.1.1,GISAID,2022-05-15,3,4.768717215069146e-4
Ancestral,B.1.1,GISAID,2021-06-27,2,0.00749063670411985
Ancestral,B.1.1,GISAID,2021-08-15,2,7.538635506973238e-4
Ancestral,B.1.1,GISAID,2021-07-11,3,0.004285714285714286
Ancestral,B.1.1,GISAID,2020-08-09,22,0.4782608695652174
Ancestral,B.1.1,GISAID,2021-05-30,10,0.03048780487804878
Ancestral,B.1.1,GISAID,2021-01-31,260,0.1359121798222687
Ancestral,B.1.1,GISAID,2021-07-25,1,6.309148264984228e-4
Ancestral,B.1.1,GISAID,2021-02-28,145,0.06287944492627927
Ancestral,B.1.1,GISAID,2021-08-01,2,8.992805755395684e-4
Ancestral,B.1.1,GISAID,2020-09-13,11,0.16417910447761194
Ancestral,B.1.1,GISAID,2020-09-06,15,0.13513513513513514
Ancestral,B.1.1,GISAID,2021-04-11,87,0.025732031943212066
Ancestral,B.1.1,GISAID,2020-03-08,1,0.005555555555555556
Ancestral,B.1.1,GISAID,2020-11-08,81,0.23478260869565218
Ancestral,B.1.1,GISAID,2022-09-25,6,0.002644336712208021
Ancestral,B.1.1,GISAID,2021-05-23,11,0.016819571865443424
Ancestral,B.1.1,GISAID,2020-10-04,54,0.4864864864864865
Ancestral,B.1.1,GISAID,2021-02-14,160,0.08470089994706194
Ancestral,B.1.1,GISAID,2021-06-13,4,0.014134275618374558
Ancestral,B.1.1,GISAID,2022-10-23,1,5.627462014631402e-4
Ancestral,B.1.1,GISAID,2021-03-14,152,0.0594679186228482
Ancestral,B.1.1,GISAID,2020-08-30,11,0.14285714285714285
Ancestral,B.1.1,GISAID,2021-02-21,160,0.09489916963226572
Ancestral,B.1.1,GISAID,2020-08-02,5,0.29411764705882354
Ancestral,B.1.1,GISAID,2022-06-26,13,0.0033154807447079828
Ancestral,B.1.1,GISAID,2021-01-03,455,0.23710265763418448
Ancestral,B.1.1,GISAID,2021-12-05,3,6.466910972192282e-4
Ancestral,B.1.1,GISAID,2021-05-16,11,0.011282051282051283
Ancestral,B.1.1,GISAID,2020-11-29,80,0.2846975088967972
Ancestral,B.1.1,GISAID,2022-09-11,1,3.9478878799842083e-4
Ancestral,B.1.1,GISAID,2022-10-02,2,9.45179584120983e-4
Ancestral,B.1.1,GISAID,2020-05-17,5,0.09259259259259259
Ancestral,B.1.1,GISAID,2021-06-20,10,0.049019607843137254
Ancestral,B.1.1,GISAID,2021-12-12,6,0.0010482180293501049
Ancestral,B.1.1,GISAID,2021-07-04,5,0.013477088948787063
Ancestral,B.1.1,GISAID,2020-03-22,10,0.022988505747126436
Ancestral,B.1.1,GISAID,2022-02-27,1,8.136696501220504e-4
Ancestral,B.1.1,GISAID,2020-08-16,5,0.11627906976744186
Ancestral,B.1.1,GISAID,2020-03-29,25,0.046296296296296294
Ancestral,B.1.1,GISAID,2022-03-13,1,6.765899864682003e-4
Ancestral,B.1.1,GISAID,2022-12-04,1,3.55998576005696e-4
Ancestral,B.1.1,GISAID,2020-04-05,17,0.04187192118226601
Ancestral,B.1.1,GISAID,2022-05-08,1,1.7105713308244953e-4
Ancestral,B.1.1,GISAID,2022-06-05,4,0.001054018445322793
Ancestral,B.1.1,GISAID,2020-11-22,66,0.21568627450980393
Ancestral,B.1.1,GISAID,2021-06-06,7,0.021341463414634148
Ancestral,B.1.1,GISAID,2022-08-21,1,3.7650602409638556e-4
Ancestral,B.1.1,GISAID,2020-11-15,115,0.3314121037463977
Ancestral,B.1.1,GISAID,2022-09-18,5,0.0017001020061203672
Ancestral,B.1.1,GISAID,2020-03-15,36,0.038461538461538464
Ancestral,B.1.1,GISAID,2020-12-27,345,0.23793103448275862
Ancestral,B.1.1,GISAID,2022-03-27,1,4.012841091492777e-4
Ancestral,B.1.1,GISAID,2020-05-10,21,0.1875
Ancestral,B.1.1,GISAID,2022-08-14,1,4.1476565740356696e-4
Ancestral,B.1.1,GISAID,2020-11-01,74,0.37948717948717947
Ancestral,B.1.1,GISAID,2021-12-19,3,4.19639110365086e-4
Ancestral,B.1.1,GISAID,2020-04-12,25,0.08090614886731391
Ancestral,B.1.1,GISAID,2022-07-24,7,0.0019476905954368391
Ancestral,B.1.1,GISAID,2021-04-04,117,0.03722558065542475
Ancestral,B.1.1,GISAID,2021-01-10,269,0.19296987087517933
Ancestral,B.1.1,GISAID,2020-12-13,180,0.28391167192429023
Ancestral,B.1.1,GISAID,2020-08-23,7,0.1044776119402985
Ancestral,B.1.1,GISAID,2023-04-23,1,0.0028328611898017
Ancestral,B.1.1,GISAID,2021-03-28,101,0.03235105701473415
Ancestral,B.1.1,GISAID,2022-01-02,2,3.028009084027252e-4
Ancestral,B.1.1,GISAID,2023-12-03,1,0.0014005602240896359
Ancestral,B.1.1,GISAID,2023-03-05,1,9.823182711198428e-4
Ancestral,B.1.1,GISAID,2021-08-08,1,3.33889816360601e-4
Ancestral,B.1.1,GISAID,2021-10-31,1,4.154549231408392e-4
Ancestral,B.1.1,GISAID,2022-01-09,1,1.2035142616440005e-4
Ancestral,B.1.1,GISAID,2022-06-12,6,0.0017772511848341231
Ancestral,B.1.1,GISAID,2020-05-03,14,0.1320754716981132
Ancestral,B.1.1,GISAID,2020-10-25,79,0.29924242424242425
Ancestral,B.1.1,GISAID,2021-03-21,115,0.04499217527386541
Ancestral,B.1.1,GISAID,2020-07-26,2,0.18181818181818182
Ancestral,B.1.1,GISAID,2022-08-07,4,0.001444564824846515
Ancestral,B.1.1,GISAID,2021-05-09,14,0.013220018885741265
Ancestral,B.1.1,GISAID,2021-04-25,54,0.03059490084985836
Ancestral,B.1.1,GISAID,2020-07-19,3,0.13636363636363635
Ancestral,B.1.1,GISAID,2020-09-27,16,0.23880597014925373
Ancestral,B.1.1,GISAID,2020-09-20,14,0.175
Ancestral,B.1.1,GISAID,2021-01-24,264,0.19088937093275488
Ancestral,B.1.2,GISAID,2021-05-02,2,0.001443001443001443
Ancestral,B.1.2,GISAID,2021-03-07,172,0.08067542213883677
Ancestral,B.1.2,GISAID,2020-07-12,1,0.058823529411764705
Ancestral,B.1.2,GISAID,2020-10-18,162,0.5586206896551724
Ancestral,B.1.2,GISAID,2020-12-20,222,0.2608695652173913
Ancestral,B.1.2,GISAID,2021-02-28,243,0.10537727666955768
Ancestral,B.1.2,GISAID,2021-01-31,477,0.2493465760585468
Ancestral,B.1.2,GISAID,2021-04-11,23,0.006802721088435374
Ancestral,B.1.2,GISAID,2021-01-10,416,0.2984218077474892
Ancestral,B.1.2,GISAID,2021-06-13,1,0.0035335689045936395
Ancestral,B.1.2,GISAID,2020-11-15,57,0.1642651296829971
Ancestral,B.1.2,GISAID,2020-10-11,10,0.10309278350515463
Ancestral,B.1.2,GISAID,2021-01-17,384,0.2435003170577045
Ancestral,B.1.2,GISAID,2020-08-30,1,0.012987012987012988
Ancestral,B.1.2,GISAID,2020-08-16,2,0.046511627906976744
Ancestral,B.1.2,GISAID,2020-08-02,2,0.11764705882352941
Ancestral,B.1.2,GISAID,2021-04-04,46,0.014635698377346485
Ancestral,B.1.2,GISAID,2022-04-17,1,2.402691013935608e-4
Ancestral,B.1.2,GISAID,2020-12-06,141,0.2630597014925373
Ancestral,B.1.2,GISAID,2021-04-18,8,0.0036815462494247586
Ancestral,B.1.2,GISAID,2020-10-04,6,0.05405405405405406
Ancestral,B.1.2,GISAID,2020-12-13,159,0.250788643533123
Ancestral,B.1.2,GISAID,2021-01-03,469,0.2443981240229286
Ancestral,B.1.2,GISAID,2021-06-06,2,0.006097560975609756
Ancestral,B.1.2,GISAID,2020-06-28,1,0.04
Ancestral,B.1.2,GISAID,2021-02-07,385,0.18509615384615385
Ancestral,B.1.2,GISAID,2021-07-11,2,0.002857142857142857
Ancestral,B.1.2,GISAID,2021-05-23,3,0.0045871559633027525
Ancestral,B.1.2,GISAID,2020-09-20,22,0.275
Ancestral,B.1.2,GISAID,2020-12-27,388,0.2675862068965517
Ancestral,B.1.2,GISAID,2021-04-25,6,0.0033994334277620396
Ancestral,B.1.2,GISAID,2020-11-29,66,0.23487544483985764
Ancestral,B.1.2,GISAID,2020-11-01,39,0.2
Ancestral,B.1.2,GISAID,2020-09-06,3,0.02702702702702703
Ancestral,B.1.2,GISAID,2020-09-13,3,0.04477611940298507
Ancestral,B.1.2,GISAID,2021-02-21,234,0.1387900355871886
Ancestral,B.1.2,GISAID,2020-08-23,1,0.014925373134328358
Ancestral,B.1.2,GISAID,2021-01-24,335,0.24222704266088213
Ancestral,B.1.2,GISAID,2020-10-25,74,0.2803030303030303
Ancestral,B.1.2,GISAID,2020-07-26,1,0.09090909090909091
Ancestral,B.1.2,GISAID,2021-03-14,158,0.061815336463223784
Ancestral,B.1.2,GISAID,2021-03-28,73,0.023382447149263293
Ancestral,B.1.2,GISAID,2021-06-20,2,0.00980392156862745
Ancestral,B.1.2,GISAID,2021-03-21,90,0.035211267605633804
Ancestral,B.1.2,GISAID,2020-09-27,15,0.22388059701492538
Ancestral,B.1.2,GISAID,2021-02-14,306,0.16199047114875595
Ancestral,B.1.2,GISAID,2020-11-22,53,0.17320261437908496
Ancestral,B.1.2,GISAID,2020-11-08,66,0.19130434782608696
Beta,B.1.351,GISAID,2021-01-17,1,6.341154090044388e-4
Beta,B.1.351,GISAID,2021-07-18,1,9.652509652509653e-4
Beta,B.1.351,GISAID,2021-07-25,2,0.0012618296529968455
Beta,B.1.351,GISAID,2021-05-02,18,0.012987012987012988
Beta,B.1.351,GISAID,2021-05-16,15,0.015384615384615385
Beta,B.1.351,GISAID,2021-02-07,1,4.807692307692308e-4
Beta,B.1.351,GISAID,2021-04-18,16,0.007363092498849517
Beta,B.1.351,GISAID,2021-05-30,4,0.012195121951219513
Beta,B.1.351,GISAID,2021-02-28,2,8.673026886383347e-4
Beta,B.1.351,GISAID,2021-03-21,9,0.0035211267605633804
Beta,B.1.351,GISAID,2021-03-14,2,7.82472613458529e-4
